Level,Hierarchical structure,Code,Parent,Code title,Superscript,Code definition
4,Detail,7721121,772112,Architectural services for office building projects,,Architectural services for all types of office buildings.
4,Detail,7721122,772112,Architectural services for retail and restaurant projects,,Architectural services for retail and restaurant building projects.
4,Detail,7721123,772112,Architectural services for hotel and convention centre projects,,"Architectural services for buildings providing temporary overnight accommodations, and for convention centres."
4,Detail,7721124,772112,Architectural services for health care building projects,,Architectural services for buildings used in providing health care.
4,Detail,7721125,772112,"Architectural services for entertainment, recreational and cultural building projects",,"Architectural services for entertainment, recreational and cultural building projects."
4,Detail,7721126,772112,Architectural services for educational building projects,,Architectural services for educational building projects.
4,Detail,7721127,772112,Architectural services for industrial building projects,,Architectural services for industrial building projects.
4,Detail,7721128,772112,Architectural services for transportation and distribution facility projects,,Architectural services for transportation and distribution facility projects. These buildings include those involved in the movement of goods and people and the storage of goods.
4,Detail,7721129,772112,Architectural services for other non-residential building projects,,Architectural services provided for other non-residential building projects.
3,Subclass,772113,77211,Historical restoration architectural services,,This subclass comprises architectural services that incorporate legal requirements to preserve or restore the historic character of a building.
4,Detail,7721131,772113,Historical restoration architectural services,,Architectural services that incorporate legal requirements to preserve or restore the historic character of a building.
3,Subclass,772114,77211,Architectural advisory services,,"This subclass comprises expert-witness services, and provision of advice, studies and reports, on architectural matters."
4,Detail,7721141,772114,Architectural advisory services,,"Expert-witness services, and provision of advice, studies and reports, on architectural matters."
3,Subclass,772115,77211,Landscape architectural services,,"This subclass comprises landscape architectural services for the design of the built landscape, including designs, plans and studies; advisory services; construction documents; and construction contract administration."
4,Detail,7721151,772115,Landscape architectural services for residential building projects,,"Landscape architectural services for residential building projects, complete projects or phases of a project."
4,Detail,7721152,772115,Landscape architectural services for non-residential building projects,,"Landscape architectural services for non-residential building projects, complete projects or phases of a project."
4,Detail,7721153,772115,Landscape architectural services for recreational and open-space projects,,"Landscape architectural services for recreational and open-space projects, complete projects or phases of a project."
4,Detail,7721154,772115,"Landscape architectural services, specific elements",,"Landscape architectural services for specific features of a project, such as preparing and modifying the terrain, facilitating access to a site, or building small structures that provide amenities or increase interest in the site. These designs are provided as a stand-alone service, although they may be incorporated into a larger project."
4,Detail,7721155,772115,Landscape architectural advisory services,,"Expert-witness services, and provision of advice, studies and reports, on landscape architectural matters."
3,Subclass,772116,77211,Urban planning services,,"This subclass comprises the provision of urban planning services that articulate public policies related to land use and development; design the urban environment of buildings, parks and infrastructure networks; create plans for land use; and provide a zoning framework within which plans for specific sites can be developed."
4,Detail,7721161,772116,Urban planning services,,"Provision of urban planning services that articulate public policies related to land use and development; design the urban environment of buildings, parks and infrastructure networks; create plans for land use; and provide a zoning framework within which plans for specific sites can be developed."
3,Subclass,772117,77211,Project site master planning services,,"This subclass comprises services consisting in developing plans for a construction site showing the proposed location of buildings, roads, parking lots and other features."
4,Detail,7721171,772117,Project site master planning services,,"Services consisting in developing plans for a construction site showing the proposed location of buildings, roads, parking lots and other features."
2,Class,77221,772,Engineering services,,"This class comprises the design of buildings, industrial structures, civil works, transportation works, power generation and transmission works, machinery, and other works, in order that they implement scientific principles efficiently and safely. The product is presented in the form of designs, plans, studies and advisory services."
3,Subclass,772211,77221,Residential building engineering projects,,This subclass comprises engineering design services related to residential buildings.
4,Detail,7722111,772211,Residential building engineering projects,,Engineering design services related to residential buildings.
3,Subclass,772212,77221,"Commercial, public and institutional building engineering projects",,"This subclass comprises engineering design services related to commercial, public and institutional buildings."
4,Detail,7722121,772212,"Commercial, public and institutional building engineering projects",,"Engineering design services related to commercial, public and institutional buildings."
3,Subclass,772213,77221,Industrial and manufacturing engineering projects,,"This subclass comprises engineering design services related to industrial and manufacturing facilities, processes, and products."
4,Detail,7722131,772213,Mining and metallurgical plant and process engineering projects,,Engineering design services related to mining and metallurgical facilities and processes.
4,Detail,7722132,772213,Petroleum and petrochemical plant and process engineering projects,,Engineering design services related to petroleum and petrochemical facilities and processes.
4,Detail,7722133,772213,Pulp and paper plant and process engineering projects,,Engineering design services related to pulp and paper facilities and processes.
4,Detail,7722134,772213,Industrial machinery engineering design projects,,Engineering design services related to industrial machinery.
4,Detail,7722135,772213,Transportation equipment engineering design projects,,Engineering design services related to transportation equipment.
4,Detail,7722136,772213,Electronic and electrical equipment engineering design projects,,Engineering design services related to electronic and electrical equipment.
4,Detail,7722137,772213,Other industrial and manufacturing engineering projects,,"Engineering design services related to industrial and manufactured products, n.e.c."
3,Subclass,772214,77221,Transportation engineering projects,,This subclass comprises engineering design services related to transportation infrastructure.
4,Detail,7722141,772214,Transportation engineering projects,,Engineering design services related to transportation infrastructure.
3,Subclass,772215,77221,Municipal utility engineering projects,,This subclass comprises engineering design services related to municipal utilities.
4,Detail,7722151,772215,Municipal utility engineering projects,,Engineering design services related to municipal utilities.
3,Subclass,772216,77221,Power engineering projects,,"This subclass comprises engineering design services related to power generating units, power transmission and distribution lines, and related infrastructure."
4,Detail,7722161,772216,Power engineering projects,,"Engineering design services related to power generating units, power transmission and distribution lines, and related infrastructure."
3,Subclass,772217,77221,Telecommunications and broadcasting engineering projects,,"This subclass comprises engineering design services related to systems for the transmission or distribution of voice, data and programming."
4,Detail,7722171,772217,Telecommunications and broadcasting engineering projects,,"Engineering design services related to systems for the transmission or distribution of voice, data and programming."
3,Subclass,772218,77221,Hazardous and industrial waste engineering projects,,"This subclass comprises engineering design services related to systems for the collection, treatment and disposal of hazardous and industrial waste and to systems for the control of pollution."
4,Detail,7722181,772218,Hazardous and industrial waste engineering projects,,"Engineering design services related to systems for the collection, treatment and disposal of hazardous and industrial waste and to systems for the control of pollution."
3,Subclass,772219,77221,Other engineering projects and engineering advisory services,,"This subclass comprises engineering design services, n.e.c., and engineering advisory services."
4,Detail,7722191,772219,Other engineering projects,,"Engineering design services related to systems, processes, facilities, and products, n.e.c."
4,Detail,7722192,772219,Engineering advisory services,,"Provision of advice, studies, and reports on engineering matters, when not part of the design of a specific project."
2,Class,77231,772,Services related to architecture and engineering (except surveying and mapping),,This class comprises drafting services; building inspection services; testing laboratory services; and project management services.
3,Subclass,772311,77231,Drafting services,,"This subclass comprises producing detailed layouts, plans, drawings, illustrations, graphics and models based on engineering or architectural specifications, for use in the design, manufacture, installation, construction, repair or maintenance of buildings, structures, systems or components."
4,Detail,7723111,772311,Drafting services,,"Producing detailed layouts, plans, drawings, illustrations, graphics and models based on engineering or architectural specifications, for use in the design, manufacture, installation, construction, repair or maintenance of buildings, structures, systems or components."
3,Subclass,772312,77231,Building inspection services,,"This subclass comprises making a visual examination of the components forming a residential or commercial property, making a visual examination of a home during construction, detecting the presence of environmental hazards, making a visual examination of a specific element of a property, and related services, such as making a visual examination of a building for wood-destroying pests or providing expert-witness services."
4,Detail,7723121,772312,Building inspection services,,"Making a visual examination of the components forming a residential or commercial property, making a visual examination of a home during construction, detecting the presence of environmental hazards, making a visual examination of a specific element of a property, and related services, such as making a visual examination of a building for wood-destroying pests or providing expert-witness services."
3,Subclass,772313,77231,Testing laboratory services,,This subclass comprises providing conformity assessment services.
4,Detail,7723131,772313,Testing laboratory services,,Providing conformity assessment services.
3,Subclass,772314,77231,Project management services,,"This subclass comprises planning, supervising and coordinating the activities involved in carrying out a project, with regard to time, cost, performance requirements, and other constraints."
4,Detail,7723141,772314,Project management services,,"Planning, supervising and coordinating the activities involved in carrying out a project, with regard to time, cost, performance requirements, and other constraints."
2,Class,77241,772,Surveying and mapping services,,"This class comprises the acquisition, processing and interpretation of information about the earth's subsurface, surface and water bodies, presented in the form of data, maps, orthophotos and charts."
3,Subclass,772411,77241,Geophysical data acquisition,,"This subclass comprises the collection of geophysical data (seismic, gravity, magnetic, etc.) for the purpose of characterizing subsurface conditions."
4,Detail,7724111,772411,Geophysical data acquisition by seismic methods,,The collection of geophysical data by seismic methods.
4,Detail,7724112,772411,Geophysical data acquisition by non-seismic methods,,The collection of geophysical data by non-seismic methods.
3,Subclass,772412,77241,Geophysical data processing and interpretation,,This subclass comprises geophysical data processing and interpretation.
4,Detail,7724121,772412,Geophysical data processing,,The processing of geophysical data in order to facilitate interpretation. Services may include reprocessing data or the integration of other sets of data collected by the same method.
4,Detail,7724122,772412,Geophysical data interpretation services,,"Analysis of processed geophysical data to generate models and predictions about the properties and structures of the subsurface. May include integration of geophysical data collected by other methods, or of additional data, including non-geophysical data."
3,Subclass,772413,77241,Integrated geophysical services,,This subclass comprises services which cover two or more phases of the process used to carry out geophysical surveys.
4,Detail,7724131,772413,Integrated geophysical services (except borehole geophysical surveys),,"Services which cover two or more phases of the process used to carry out geophysical surveys, except borehole geophysical surveys."
4,Detail,7724132,772413,Borehole geophysical surveys,,"The collection, processing and analysis of data collected by borehole logging surveys."
3,Subclass,772414,77241,Other geological and geophysical services,,"This subclass comprises geological and geophysical consulting services; geophysical data sales; and other geological and geophysical services, n.e.c."
4,Detail,7724141,772414,Geological and geophysical consulting services,,"Providing advice regarding geophysical survey design as well as the geology of mineral, oil and natural gas resource exploration and development."
4,Detail,7724142,772414,Geophysical data sales,,Geophysical data sales.
4,Detail,7724143,772414,"Other geological and geophysical services, n.e.c.",,"Other geological and geophysical services, n.e.c."
3,Subclass,772415,77241,"Geospatial photo and image acquisition, processing and interpretation services",,"This subclass comprises geospatial photo and image acquisition, processing and data interpretation services."
4,Detail,7724151,772415,Geospatial photo and image acquisition,,Information about the earth's surface acquired from aircraft and satellites. Products may be geospatially referenced or otherwise processed.
4,Detail,7724152,772415,Geospatial photo and image processing,,Processing of photos and images acquired from aircraft or satellites.
4,Detail,7724153,772415,Geospatial data interpretation,,Analysis of geospatial photographs and images.
3,Subclass,772416,77241,"Thematic mapping, orthophoto mapping, and charting",,"This subclass comprises preparation and revision of thematic maps, orthophoto maps, and nautical and aeronautical charts."
4,Detail,7724161,772416,"Thematic mapping, orthophoto mapping, and charting",,"Preparation and revision of thematic maps, orthophoto maps, and nautical and aeronautical charts."
3,Subclass,772417,77241,Integrated surveying and mapping services,,"This subclass comprises acquisition of data and information about real property and/or the earth's surface, and the subsequent portrayal of this information in report, map or plan format."
4,Detail,7724171,772417,Topographic and planimetric surveying and mapping services,,Surveying for the purpose of determining the shape (relief) of the surface of the land and/or the location of natural and man-made features on the surface; and the preparation or revision of a map indicating the elevation of the surface (relative to a datum point) and slope.
4,Detail,7724172,772417,Hydrographic and bathymetric surveying and mapping services,,"Surveying for the purpose of determining the geometric and dynamic characteristics of bodies of water (including the depth, temperature, or salinity of water), the configuration of the bottom, velocities of currents, heights and times of tides and water stages, and the location of fixed objects used in navigation; and the preparation or revision of maps showing this information."
4,Detail,7724173,772417,"Boundary, property line, and cadastral surveying and mapping",,"Surveying for the purpose of establishing or re-establishing a boundary or property line on the ground, and/or for preparation of a map or plan showing a boundary or property line(s), including surveying for legal and/or cadastral purposes."
4,Detail,7724174,772417,Subdivision layout and design,,"Dividing a piece of land into smaller pieces, such as lots, streets, and rights of way; marking or monumenting all necessary corners or dividing lines; and/or preparing maps or plans for record showing all information regarding adjoining land affecting the boundaries."
4,Detail,7724175,772417,Construction surveying,,"Surveying prior to and during construction for the purpose of controlling elevation, horizontal location and dimensions, and configuration, determining whether the construction was adequately completed, and obtaining dimensions essential for calculating quantities used in paying for construction."
4,Detail,7724176,772417,Geodetic surveying and ground control support,,Surveying for the purpose of determining the precise horizontal and/or vertical position of points or monumented locations to provide a reference framework for further surveys.
3,Subclass,772418,77241,Consulting and expert-witness services for geospatial surveying and mapping,,This subclass comprises consulting and expert-witness services concerning geospatial surveying and mapping.
4,Detail,7724181,772418,Geospatial consulting services,,Provision of consulting services concerning geospatial surveying and mapping.
4,Detail,7724182,772418,Expert-witness services for geospatial surveying and mapping,,"Provision of testimony by a witness who, by virtue of experience, training, skill or knowledge of geospatial surveying and mapping, is recognized as being qualified to render an informed opinion on matters relating to that subject."
1,Group,773,,Specialized design services,,"This group comprises interior design services; interior decorating services; industrial design services; graphic design services; and fashion, jewellery and footwear design services, and other design services n.e.c."
2,Class,77311,773,Specialized design services,,"This class comprises interior design services; interior decorating services; industrial design services; graphic design services; and fashion, jewellery and footwear design services, and other design services n.e.c."
3,Subclass,773111,77311,Interior design services,,"This subclass comprises design of interior spaces, in order to meet the physical and aesthetic needs of people, taking into consideration building codes, health and safety regulations, traffic patterns and floor planning, mechanical and electrical needs, and interior fittings and furniture."
4,Detail,7731111,773111,Residential interior design services,,"Interior design services for residential buildings, including construction management of the project."
4,Detail,7731112,773111,Non-residential interior design services,,"Interior design services for non-residential buildings, including construction management of the project."
4,Detail,7731113,773111,Historic building interior design services,,"Interior design services for buildings in which the historic character of the building must be taken into account. Covers services related to restorations, and to changes in use."
4,Detail,7731114,773111,"Other interior design services, n.e.c.",,"Other interior design services, except those involving historic buildings or construction management."
3,Subclass,773112,77311,Interior decorating services,,This subclass comprises providing aesthetic services associated with interior spaces.
4,Detail,7731121,773112,Interior decorating services,,Providing aesthetic services associated with interior spaces.
3,Subclass,773113,77311,Industrial design services,,"This subclass comprises design services that optimize the manufacturing efficiency, functionality and appearance of manufactured goods; and services for the design and fabrication of models of new product concepts. Industrial designs specify such things as the materials, shape and appearance of a good, in order to optimize its ergonomics and aesthetics, and efficiency in the production, use and maintenance of the good. The service is presented in the form of designs, plans, and models."
4,Detail,7731131,773113,Product industrial design services,,"Design services that optimize the manufacturing efficiency, functionality and appearance of manufactured goods. Industrial designs specify such things as the materials, shape and appearance of a good, in order to optimize its ergonomics and aesthetics, and efficiency in the production, use and maintenance of the good. The service is presented in the form of designs, plans, and models."
4,Detail,7731132,773113,Model design and fabrication services,,Design and fabrication services for models of new product concepts. Models can be full- or reduced-scale.
3,Subclass,773114,77311,Graphic design services,,"This subclass comprises designing visual communications of businesses and other entities, in order to convey specific messages or concepts, clarify complex information, or project visual identities."
4,Detail,7731141,773114,Corporate identity and communications graphic design services,,Designing the corporate identity and image as well as internal and external communications products.
4,Detail,7731142,773114,Advertising graphic design services,,Designing the visual appearance of an advertisement or advertising campaign.
4,Detail,7731143,773114,Commercial illustration services,,Provision of illustrations for use in graphic design projects.
4,Detail,7731144,773114,Graphic interface and interaction design services,,The design of software and video game interfaces.
4,Detail,7731145,773114,Broadcast and motion graphic design services,,"Design of graphics for motion picture and television use, such as titles, opening and closing montages, bumpers, transitions and interstitials, blue/green screen removal, and animations."
4,Detail,7731146,773114,"Book, magazine and newspaper graphic design services",,"Graphic design of books, magazines, and newspapers, also their covers and interior layout, and selection of typefaces."
4,Detail,7731147,773114,Other graphic design services,,"Graphic design services of signage and way finding, graphic elements for packaging, and typefaces, and other graphic design services n.e.c."
3,Subclass,773115,77311,"Fashion, jewellery and footwear design services, and other design services n.e.c.",,"This subclass comprises design services for fashion, jewellery and footwear, and other design services n.e.c."
4,Detail,7731151,773115,"Fashion, jewellery and footwear design services, and other design services n.e.c.",,"Design services for fashion, jewellery and footwear, and other design services n.e.c."
1,Group,774,,Computer systems design and related services (except software development),,"This group comprises computer network design and development services; computer systems design, development and integration services; information technology (IT) technical consulting services; and information technology (IT) technical support services."
2,Class,77411,774,Computer systems design and related services (except software development),,"This class comprises computer network design and development services; computer systems design, development and integration services; information technology (IT) technical consulting services; and information technology (IT) technical support services."
3,Subclass,774111,77411,Network design and development services,,"This subclass comprises designing, developing and implementing customers' computer networks."
4,Detail,7741111,774111,Network design and development services,,"Designing, developing and implementing customers' computer networks."
3,Subclass,774112,77411,"Computer systems design, development and integration services",,"This subclass comprises assessing an organization's informatics requirements, providing advice on hardware and software acquisitions, developing system specifications, and either putting the new system in place or providing the client with the specifications necessary to put the new system in place."
4,Detail,7741121,774112,"Computer systems design, development and integration services",,"Assessing an organization's informatics requirements, providing advice on hardware and software acquisitions, developing system specifications, and either putting the new system in place or providing the client with the specifications necessary to put the new system in place."
3,Subclass,774113,77411,Information technology (IT) technical consulting services,,This subclass comprises the provision of advice or expert opinion on technical matters related to the use of information technology (IT).
4,Detail,7741131,774113,Information technology (IT) technical consulting services,,Provision of advice or expert opinion on technical matters related to the use of information technology (IT).
3,Subclass,774114,77411,Information technology (IT) technical support services,,"This subclass comprises the provision of technical expertise to solve problems for the client in using software, hardware, or the entire computer system."
4,Detail,7741141,774114,Information technology (IT) technical support services,,"Provision of technical expertise to solve problems for the client in using software, hardware, or the entire computer system."
1,Group,775,,"Management, scientific and technical consulting services",,"This group comprises management consulting services; environmental consulting services; and other economic, scientific and technical consulting services."
2,Class,77511,775,Management consulting services,,"This class comprises providing advice and guidance on management issues, such as strategic and organizational planning, finance, human resources, marketing and production."
3,Subclass,775111,77511,Management consulting services,,"This subclass comprises providing advice and guidance on management issues, such as strategic and organizational planning, finance, human resources, marketing and production."
4,Detail,7751111,775111,Strategic management consulting services,,"Providing advice and guidance concerning the overall strategic direction, planning, structuring, and control of an organization."
4,Detail,7751112,775111,Financial management consulting services,,"Providing advice and guidance concerning financial strategies, planning and control."
4,Detail,7751113,775111,Marketing management consulting services,,"Providing advice and guidance on projects related to marketing strategy, market development, and sales management and development."
4,Detail,7751114,775111,Compensation and benefits consulting services,,Providing advice and guidance related to compensation and benefits.
4,Detail,7751115,775111,Other human resources management consulting services,,"Providing advice and guidance concerning the development or modification of human resources strategies, policies, practices and procedures, n.e.c."
4,Detail,7751116,775111,Operations and supply chain management consulting services,,Providing advice and guidance concerning operations and supply chain management.
4,Detail,7751117,775111,Other management consulting services,,Other management consulting services.
2,Class,77512,775,Environmental consulting services,,"This class comprises the provision of information, advice, and guidance to clients concerning the preservation of air, water and soil quality; natural resource development; waste management; pollution control; and other environmental issues."
3,Subclass,775121,77512,Environmental consulting services,,"This subclass comprises the provision of information, advice, and guidance to clients concerning the preservation of air, water and soil quality; natural resource development; waste management; pollution control; and other environmental issues."
4,Detail,7751211,775121,Environmental assessments,,"Studies undertaken for any one or more of the following purposes: identify whether or not environmental contamination exists at a particular site, and if so, determine the source, nature, and extent of the contamination; assess the risk to public health and safety from environmental contamination associated with a project that is proposed or in place; evaluate the impact on the ecology, society, or economy of environmental contamination resulting from human or natural activity."
4,Detail,7751212,775121,Environmental audits,,"An independent assessment of the current status of a party's compliance with applicable environmental requirements or of a party's environmental compliance policies, practices, and controls."
4,Detail,7751213,775121,Site remediation planning services,,Preparation of a plan for the abatement of environmental contamination at a given site.
4,Detail,7751214,775121,Evaluation of environmental studies,,Provision of an analysis evaluating an environmental study.
4,Detail,7751215,775121,Natural resource management consulting services,,"Provision of information, advice, and guidance concerning the ecologically sustainable development and use of natural resources."
4,Detail,7751216,775121,Waste management consulting services,,"Provision of information, advice, and guidance concerning the minimization, transport, handling, disposal, and recycling of waste."
4,Detail,7751217,775121,Environmental policy development consulting services,,"Provision of information, advice, and guidance concerning the design, development, and implementation of environmental statutes, regulations, standards, or practices."
4,Detail,7751218,775121,Other environmental consulting services,,All other advisory services provided by environmental consultants.
2,Class,77513,775,"Other economic, scientific and technical consulting services",,"This class comprises economic consulting services; soil management, crop and animal production consulting services; occupational health and safety consulting services; heritage consulting services; and other scientific and technical consulting services, n.e.c."
3,Subclass,775131,77513,Economic consulting services,,"This subclass comprises providing advice related to the description and analysis of the production, distribution and consumption of goods and services."
4,Detail,7751311,775131,Economic consulting services,,"Providing advice related to the description and analysis of the production, distribution and consumption of goods and services."
3,Subclass,775132,77513,Other scientific and technical consulting services,,"This subclass comprises providing advice on soil management, crop and animal production; occupational health and safety; heritage; and other scientific and technical matters n.e.c."
4,Detail,7751321,775132,"Soil management, crop and animal production consulting services",,Providing advice in relation to the scientific management of agricultural land as well as crop or animal production.
4,Detail,7751322,775132,Occupational health and safety consulting services,,"Providing advice concerning health and related safety standards in commercial, industrial, and government workplaces and facilities."
4,Detail,7751323,775132,Heritage consulting services,,"Providing advice concerning the identification, investigation, preservation and interpretation of historical or heritage resources."
4,Detail,7751324,775132,"Other scientific and technical consulting services, n.e.c.",,"Providing advice on scientific and technical matters, n.e.c."
1,Group,776,,Other professional services,,"This group comprises photographic services; veterinary services; and other professional, scientific and technical services."
2,Class,77611,776,Photographic services,,"This class comprises the provision of photography services, being the taking and production of still photographs and video recordings of individuals, groups, scenes or objects. May take place in a studio or in locations such as school auditoriums. Covers still photographs and video recordings, both chemistry-based and digital."
3,Subclass,776111,77611,Portrait photography services,,"This subclass comprises the provision of photographic portraits of individuals or groups. Portrait photography may be carried out in a studio or in locations such as school auditoriums. Covers still photographs and video recordings, both chemistry-based and digital."
4,Detail,7761111,776111,Portrait photography services,,"Provision of photographic portraits of individuals or groups. Portrait photography may be carried out in a studio or in locations such as school auditoriums. Covers still photographs and video recordings, both chemistry-based and digital."
3,Subclass,776112,77611,Wedding photography services,,"This subclass comprises provision of photography services for weddings and related events such as rehearsal dinners and engagement parties. The services may include the provision of pre-event photographs, such as studio portraits of the bride and groom or the wedding party, in addition to images of the event."
4,Detail,7761121,776112,Wedding photography services,,"Provision of photography services for weddings and related events such as rehearsal dinners and engagement parties. The services may include the provision of pre-event photographs, such as studio portraits of the bride and groom or the wedding party, in addition to images of the event."
3,Subclass,776113,77611,Other private special event photography services,,"This subclass comprises provision of photography services for private special events, except weddings."
4,Detail,7761131,776113,Other private special event photography services,,"Provision of photography services for private special events, except weddings."
3,Subclass,776114,77611,Convention and meeting photography services,,This subclass comprises provision of photography services for corporate or public special events.
4,Detail,7761141,776114,Convention and meeting photography services,,Provision of photography services for corporate or public special events.
3,Subclass,776115,77611,Commercial and industrial photography services,,This subclass comprises provision of photography services for commercial and industrial uses.
4,Detail,7761151,776115,Commercial and industrial photography services,,Provision of photography services for commercial and industrial uses.
2,Class,77612,776,Veterinary services,,"This class comprises prevention, diagnosis, treatment, and health care management services for animals."
3,Subclass,776121,77612,Veterinary services,,"This subclass comprises prevention, diagnosis, treatment, and health care management services for animals."
4,Detail,7761211,776121,Veterinary services,,"Prevention, diagnosis, treatment, and health care management services for animals."
2,Class,77613,776,"Other professional, scientific and technical services",,"This class comprises professional, scientific and technical services, n.e.c."
3,Subclass,776131,77613,Alternative dispute resolution services,,This subclass comprises the provision of alternative dispute resolution services.
4,Detail,7761311,776131,Alternative dispute resolution services,,Provision of alternative dispute resolution services.
3,Subclass,776132,77613,Marketing research and public opinion polling services,,"This subclass comprises services that provide information about markets for goods and services, and about public opinion."
4,Detail,7761321,776132,Marketing research services,,"Provision of information about markets for goods and services. May be based on the collection and analysis of original data, or on the analysis of existing data."
4,Detail,7761322,776132,Public opinion research and polling services,,"Provision of information about public opinion. May be based on the collection and analysis of original data, or on the analysis of existing data."
4,Detail,7761323,776132,Statistical sampling and survey design services,,Services for statistical sampling and survey design.
3,Subclass,776133,77613,"Translation, interpretation and stenographic services, and related services",,"This subclass comprises services for the translation of written material, the interpretation of speech, from one language into another, and the transcription of oral proceedings, in either paper or electronic form, as well as providing captions that can be superimposed on a video showing of a meeting or other event, as the event is taking place. This service is also used to provide a sign language interpretation service to deaf people or to provide a real-time translation."
4,Detail,7761331,776133,"Translation, interpretation and stenographic services, and related services",,"Services for the translation of written material, the interpretation of speech, from one language into another, and the transcription of oral proceedings, in either paper or electronic form, as well as providing captions that can be superimposed on a video showing of a meeting or other event, as the event is taking place. This service is also used to provide a sign language interpretation service to deaf people or to provide a real-time translation."
3,Subclass,776134,77613,Animal training services for sports and entertainment,,This subclass comprises animal training or breaking services for sports and entertainment.
4,Detail,7761341,776134,Racehorse training services,,Providing expertise in the training of racing horses.
4,Detail,7761342,776134,Other animal training services for sports and entertainment,,"Providing expertise in animal training or breaking services for sports and entertainment, except racehorses and horses for entertainment."
3,Subclass,776135,77613,"Other professional, scientific and technical services, n.e.c.",,"This subclass comprises other professional, scientific and technical services, n.e.c."
4,Detail,7761351,776135,Weather forecasting services,,Providing meteorological analysis of the atmosphere and forecasting weather processes and weather conditions.
4,Detail,7761352,776135,Appraisal services (except for real estate),,"Providing expert appraisals of the value of goods, except real estate."
4,Detail,7761353,776135,Commodity inspection services,,Providing services to verify and certify that the quantities and other characteristics of a shipment are as invoiced.
4,Detail,7761354,776135,Forensic document analysis services,,Providing services for the forensic analysis of documents.
4,Detail,7761355,776135,Patent brokering services,,Providing services to a patent owner to locate buyers or licensees for the patent. May include assistance with filing patents.
4,Detail,7761356,776135,Insolvency and receivership services,,"Administering bankruptcies and managing assets held in trust, while ensuring that the rights of both debtors and creditors are respected."
4,Detail,7761357,776135,"Other environmental services, n.e.c. (except engineering)",,"Other environmental services, n.e.c., except engineering."
4,Detail,7761358,776135,"Miscellaneous professional, scientific and technical services",,"Miscellaneous professional, scientific and technical services."
1,Group,781,,Administrative and support services,,This group comprises office administrative services; employment services; business support services; security and investigation services; services for buildings and dwellings; and facilities and other support services.
2,Class,78111,781,Office administrative services,,"This class comprises providing a range of office administrative services to another establishment. At least some of the services are provided on the premises of that establishment. The services that may be provided include billing, record keeping, personnel, secretarial, mail room, and other administrative activities."
3,Subclass,781111,78111,Office administrative services,,"This subclass comprises providing a range of office administrative services to another establishment. At least some of the services are provided on the premises of that establishment. The services that may be provided include billing, record keeping, personnel, secretarial, mail room, and other administrative activities."
4,Detail,7811111,781111,Office administrative services,,"Providing a range of office administrative services to another establishment. At least some of the services are provided on the premises of that establishment. The services that may be provided include billing, record keeping, personnel, secretarial, mail room, and other administrative activities."
2,Class,78112,781,Employment services,,This class comprises permanent placement; contract staffing; temporary staffing; temporary staffing to permanent placement; long-term staffing (payrolling) and co-employment services; onsite management of temporary help; online job listing services; executive/retained search; and other employment services.
3,Subclass,781121,78112,Permanent placement,,"This subclass comprises recruiting and referring candidates for permanent (indeterminate) positions for a client, who pays a fee upon successful placement of the employee. The candidate is selected and hired by the client."
4,Detail,7811211,781121,Permanent placement,,"Recruiting and referring candidates for permanent (indeterminate) positions for a client, who pays a fee upon successful placement of the employee. The candidate is selected and hired by the client."
3,Subclass,781122,78112,Contract staffing,,This subclass comprises finding people to fill positions as independent (self-employed) contractors.
4,Detail,7811221,781122,Contract staffing,,Finding people to fill positions as independent (self-employed) contractors.
3,Subclass,781123,78112,Temporary staffing,,"This subclass comprises supplying personnel for temporary work assignments to clients for the purpose of supporting or supplementing the client's workforce in work situations such as employee absences, temporary skill shortages, seasonal workloads, and special assignments and projects. The personnel are employees of the staffing agency but when working are supervised by the client."
4,Detail,7811231,781123,Temporary staffing,,"Supplying personnel for temporary work assignments to clients for the purpose of supporting or supplementing the client's workforce in work situations such as employee absences, temporary skill shortages, seasonal workloads, and special assignments and projects. The personnel are employees of the staffing agency but when working are supervised by the client."
3,Subclass,781124,78112,Temporary staffing to permanent placement,,"This subclass comprises supplying personnel for temporary employment with the expectation of permanent work at the end of a trial period with the client. The employee remains on the payroll of the temporary help staffing firm until the hiring decision is made, at which time he or she becomes an employee of the client or, if not, returns to the temporary help staffing firm."
4,Detail,7811241,781124,Temporary staffing to permanent placement,,"Supplying personnel for temporary employment with the expectation of permanent work at the end of a trial period with the client. The employee remains on the payroll of the temporary help staffing firm until the hiring decision is made, at which time he or she becomes an employee of the client or, if not, returns to the temporary help staffing firm."
3,Subclass,781125,78112,Long-term staffing (payrolling) and co-employment services,,"This subclass comprises supplying personnel for extended work assignments. Under the terms of this arrangement, the client may recruit the person or persons hired by the staffing firm and assigned to the client's place of work, or transfer a portion of the client's existing workforce to the staffing firm. Long-term employees are placed on the payroll of the staffing firm, which is legally responsible for their actions, but when working they are supervised by the client. This service also covers a staffing arrangement in which an organization (i.e., a professional employer organization (PEO)) co-employs a client's workforce. The PEO and the client enter into a contractual agreement whereby the rights and responsibilities in respect of co-employees are shared or allocated, with the service provider assuming responsibility for certain activities as agreed with the client. The services range from basic to full-service packages."
