Level,Hierarchical structure,Code,Parent,Code title,Superscript,Code definition
2,Class,48212,482,Game software and software licensing,,"This class comprises published game software sold with an end user licence agreement (by the publisher), and licences to use game software or software components to generate revenues."
3,Subclass,482121,48212,Game software (except commercial use licences),,"This subclass comprises published game software sold with an end user licence agreement (by the publisher), on physical media or in downloadable formats."
4,Detail,4821211,482121,"Game software (except commercial use licences), on physical media",,"Published game software sold with an end user licence agreement (by the publisher), on physical media."
4,Detail,4821212,482121,"Game software (except commercial use licences), online download",,"Published game software sold with an end user licence agreement (by the publisher), in downloadable formats."
3,Subclass,482122,48212,Licensing of rights for commercial use of game software,,This subclass comprises licences to use game software or software components to generate revenues.
4,Detail,4821221,482122,Licensing of rights for commercial use of game software,,Licences to use game software or software components to generate revenues.
2,Class,48213,482,General application software (except game software) and software licensing,,"This class comprises published general application software sold with an end user licence agreement (by the publisher), and licences to use general application software or software components to generate revenues."
3,Subclass,482131,48213,General application software (except game software and commercial use licences),,"This subclass comprises published general application software sold with an end user licence agreement (by the publisher), on physical media or in downloadable formats."
4,Detail,4821311,482131,"General application software (except game software and commercial use licences), on physical media",,"Published general application software sold with an end user licence agreement (by the publisher), on physical media."
4,Detail,4821312,482131,"General application software (except game software and commercial use licences), online download",,"Published general application software sold with an end user licence agreement (by the publisher), in downloadable formats."
3,Subclass,482132,48213,Licensing of rights for commercial use of general application software (except game software),,This subclass comprises licences to use general application software or software components to generate revenues.
4,Detail,4821321,482132,Licensing of rights for commercial use of general application software (except game software),,Licences to use general application software or software components to generate revenues.
1,Group,511,,Transportation of commodities by pipeline,,"This group comprises transportation of natural gas, crude oil, refined petroleum products and other commodities by pipeline."
2,Class,51111,511,Transportation of natural gas by pipeline,,This class comprises transportation by pipeline of natural gas.
3,Subclass,511111,51111,Transportation of natural gas by pipeline,,This subclass comprises transportation by pipeline of natural gas.
4,Detail,5111111,511111,Transportation of natural gas by pipeline,,Transportation by pipeline of natural gas.
2,Class,51112,511,Transportation of crude oil and other commodities by pipeline,,"This class comprises transportation by pipeline of crude oil, refined petroleum products and other commodities."
3,Subclass,511121,51112,Transportation of crude oil by pipeline,,"This subclass comprises transportation by pipeline of crude oil and pentanes plus, as well as pipeline transportation of crude bitumen."
4,Detail,5111211,511121,Transportation of crude oil by pipeline,,"Transportation by pipeline of crude oil and pentanes plus, as well as pipeline transportation of crude bitumen."
3,Subclass,511122,51112,Transportation of refined petroleum products by pipeline (including liquid petroleum gases),,"This subclass comprises transportation by pipeline of refined petroleum products, including liquid petroleum gases."
4,Detail,5111221,511122,Transportation of refined petroleum products by pipeline (including liquid petroleum gases),,"Transportation by pipeline of refined petroleum products, including liquid petroleum gases."
3,Subclass,511123,51112,Transportation of other commodities by pipeline,,This subclass comprises transportation by pipeline of other commodities.
4,Detail,5111231,511123,Transportation of other commodities by pipeline,,Transportation by pipeline of other commodities.
1,Group,512,,Freight transportation by road,,"This group comprises transportation services by truck and other motorized road vehicles (including rental and leasing with operator or driver), for general and specialized freight."
2,Class,51211,512,Road transportation services for general freight,,"This class comprises transportation services by truck and other motorized road vehicles, for goods not requiring climate control, packed in boxes, crates, sacks, drums, or on hangers, hooks or pallets, and in intermodal containers. Rental of trucks and other motorized road vehicles with operator or driver, for the transportation of general freight, is included."
3,Subclass,512112,51211,Road transportation services for general freight,,"This subclass comprises transportation services by truck and other motorized road vehicles, for goods not requiring climate control, packed in boxes, crates, sacks, drums, or on hangers, hooks or pallets, and in intermodal containers. Rental of trucks and other motorized road vehicles with operator or driver, for the transportation of general freight, is included."
4,Detail,5121121,512112,Road transportation services for general freight (except rental and operating leasing with operator),,"Transportation services by truck and other motorized road vehicles, for goods not requiring climate control, packed in boxes, crates, sacks, drums, or on hangers, hooks or pallets, and in intermodal containers. Rental of trucks with operator is not included."
4,Detail,5121122,512112,"Rental of road transportation vehicles with operator, for general freight",,"Rental of trucks and other motorized road vehicles, with operator or driver, for road transportation of general freight."
2,Class,51212,512,Road transportation services for specialized freight,,"This class comprises transportation services by truck and other motorized road vehicles, for specialized freight such as bulk liquids and gases; climate-controlled boxed, palletized and other packed goods; automobiles and light-duty trucks; live animals; waste without collection; dry bulk; and other goods that are not packed, large items and loose goods that are contained only by the vehicle in which they are carried. Rental of trucks and other motorized road vehicles with operator or driver, for the transportation of specialized freight, is included."
3,Subclass,512121,51212,Transportation of bulk liquids and gases by road,,This subclass comprises transportation of bulk liquids or gases by road. Covers transportation of bulk liquids and gases that must be temperature-controlled or pressurized.
4,Detail,5121211,512121,Transportation of bulk liquids and gases by road,,Transportation of bulk liquids or gases by road. Covers transportation of bulk liquids and gases that must be temperature-controlled or pressurized.
3,Subclass,512122,51212,"Transportation of climate-controlled boxed, palletized and other packed goods by road (including in intermodal containers)",,"This subclass comprises transportation by road of goods that must be kept within given ranges of temperature and humidity, packed in boxes, crates, sacks, drums, or on hangers, hooks or pallets, and in intermodal containers."
