institution,level,department,course_name,course_code,credit,division
University of South Dakota,College,Political Science,Introduction to criminal justice,201,3S,L
University of South Dakota,College,Psychology,Personal adjustment,165,3S,L
University of South Dakota,College,Social Work,Social work practice 2,330,3S,U
University of South Dakota,College,Sociology,Female criminals of the world,495,3S,U
University of South Dakota,College,Sociology,Race and ethnic minorities,350,3S,U
University of South Dakota,College,Sociology,Social problems,150,3S,L
University of South Dakota,College,Sociology,"Women, crime, and justice",491,3S,U
University of South Dakota,College,Speech Communication,Introduction to communication,203,3S,L
University of South Dakota,College,Statistics,Introduction to statistics,381,3S,U
University of South Dakota,College,Anthropology,Social and cultural theory,AN310,3S,U
University of South Dakota,College,Ethical issues and legal environment of,business,BU302,3S,U
University of South Dakota,College,Ethical issues and legal environment of,Industrial relations,MG410,3S,U
University of South Dakota,College,Ethical issues and legal environment of,Organizational behavior,MG320,3S,U
University of South Dakota,College,Ethical issues and legal environment of,Personnel management,MG318,3S,U
University of South Dakota,College,Ethical issues and legal environment of,Total quality management,MG468,3S,U
University of South Dakota,College,Chicano Studies,Special topics-la Chicana,CS291,3S,L
University of South Dakota,College,English,"Audio books, tuned-in tutoring: hear!hear!",EN391,2S,U
University of South Dakota,College,English,Literature of science fiction,EN254,3S,L
University of South Dakota,College,English,"Ways of knowing: science, technology, and fiction",EN491,3S,U
University of South Dakota,College,Nursing,Ethical issues in health care,NS305,3S,U
University of South Dakota,College,Nursing,Professional issues in nursing,NS401,2S,U
University of South Dakota,College,Nursing,Professional issues in nursing,NS431,3S,U
University of South Dakota,College,Nursing,Research in nursing,NS351,3S,U
University of South Dakota,College,Political Science,Area study: Latin America,PS445,3S,U
University of South Dakota,College,Political Science,Asia and the Pacific,PS450,3S,U
University of South Dakota,College,Political Science,Comparative politics,PS201,3S,L
University of South Dakota,College,Political Science,United States foreign policy,PS491,3S,U
University of South Dakota,College,Political Science,World issues,PS202,3S,L
University of South Dakota,College,Management of relationships for social,workers,SW490,3S,U
University of South Dakota,College,Management of relationships for social,Techniques of analysis,SW210,3S,L
University of South Dakota,College,Sociology,Crime and delinquency,SO304,3S,U
University of South Dakota,College,Sociology,Crime and women,SO305,3S,U
University of South Dakota,College,Sociology,Criminological theory,SO420,3S,U
University of South Dakota,College,Sociology,Family violence,SO407,3S,U
University of South Dakota,College,Sociology,Film and society,S0358,3S,U
University of South Dakota,College,Sociology,Poverty,SO404,3S,U
University of South Dakota,College,Sociology,Social and cultural theory,SO310,3S,U
University of South Dakota,College,Sociology,Techniques of analysis,SO210,3S,L
University of South Dakota,College,Sociology,Victimology,SO409,3S,U
University of South Dakota,Graduate,Education,Current issues in education,ED522,2S,
University of Southern Mississippi,College,Biology,History of biology,400,3S,U
University of Southern Mississippi,College,Biology,Zoogeography,406,3S,U
University of Southern Mississippi,College,Criminal Justice,Introduction to criminal justice,200,3S,L
University of Southern Mississippi,College,Economics,Introduction to economics,200,3S,L
University of Southern Mississippi,College,Economics,Principles of economics,I 201,3S,L
University of Southern Mississippi,College,Economics,Principles of economics,II 202,3S,L
University of Southern Mississippi,College,Electric power generation and distribution,Engineering economics,309,3S,U
University of Southern Mississippi,College,English,Fiction writing,II 321,3S,U
University of Southern Mississippi,College,English,Fiction writing,III 421,3S,U
University of Southern Mississippi,College,English,Literature of the South,485,3S,U
University of Southern Mississippi,College,English,Poetry writing,II 322,3S,U
University of Southern Mississippi,College,English,Poetry writing,III 422,3S,U
University of Southern Mississippi,College,English,Writing,I 101,3S,L
University of Southern Mississippi,College,English,Writing,II 102,3S,L
University of Southern Mississippi,College,Geography of the United States and Canada,Introduction to geography,102,3S,L
University of Southern Mississippi,College,Geography of the United States and Canada,World regional geography,101,3S,L
University of Southern Mississippi,College,Health,Community health,321,3S,U
University of Southern Mississippi,College,Home Economics,Nutrition and you,167,IS,L
University of Southern Mississippi,College,Human Performance and Recreation,Concepts of physical fitness,105,IS,L
University of Southern Mississippi,College,Introduction to physical education and,sport,405,3S,U
University of Southern Mississippi,College,Introduction to physical education and,Leisure and recreation in society,200,3S,L
University of Southern Mississippi,College,Management,Principles of management,300,3S,U
University of Southern Mississippi,College,Marketing,Principles of marketing,300,3S,U
University of Southern Mississippi,College,Applied calculus for business and social,sciences,312,3S,U
University of Southern Mississippi,College,Mathematics for teachers of junior high,math,410,3S,U
University of Southern Mississippi,College,Mathematics for teachers of junior high,Plane trigonometry,103,3S,L
University of Southern Mississippi,College,Philosophy,Ethics,356,3S,U
University of Southern Mississippi,College,Philosophy,Introduction to logic,253,3S,L
University of Southern Mississippi,College,Philosophy,Introduction to philosophy,151,3S,L
University of Southern Mississippi,College,Political Science,American government,101,3S,L
University of Southern Mississippi,College,Political Science,Introduction to political science,220,3S,L
University of Southern Mississippi,College,Political Science,State and local politics,301,3S,U
University of Southern Mississippi,College,Psychology,Child psychology,370,3S,U
University of Southern Mississippi,College,Psychology,General psychology,110,3S,L
University of Southern Mississippi,College,Real Estate and Insurance,Real estate law,340,3S,U
University of Southern Mississippi,College,Real Estate and Insurance,Real estate principles,330,3S,U
University of Southern Mississippi,College,Real Estate and Insurance,Religion (Religious Studies) Introduction to religion,131,3S,L
University of Southern Mississippi,College,Real Estate and Insurance,The life of Jesus,335,3S,U
University of Southern Mississippi,College,Sociology,Criminology,341,3S,U
University of Southern Mississippi,College,Sociology,Introduction to sociology,101,3S,L
University of Southern Mississippi,College,Sociology,The family,314,3S,U
University of Texas at Austin,College,Anthropology,Cultural anthropology,302,"3S, CI",L
University of Texas at Austin,College,Anthropology,Human origins and evolution,348,3S,U
University of Texas at Austin,College,Anthropology,Physical anthropology,301,3S,L
University of Texas at Austin,College,Art Education,Museum education,376,3S,U
University of Texas at Austin,College,Art History,Introduction to the visual arts,301,3S,L
University of Texas at Austin,College,Astronomy,Introduction to astronomy,302,3S,L
University of Texas at Austin,College,Curriculum and Instruction,Human learning and development: the adult years,371,3S,U
University of Texas at Austin,College,Development problems and policies in,Latin America,355,3S,U
University of Texas at Austin,College,Educational Psychology,Introduction to statistics,332,3S,U
University of Texas at Austin,College,English,Pdietoric and composition,306,"3S, CI",L
University of Texas at Austin,College,English,Shakespeare: selected plays,321,"3S, CI",U
University of Texas at Austin,College,English,Technical writing,317,3S,L
University of Texas at Austin,College,French,First-year French,I 506,"5S, AC",L
University of Texas at Austin,College,French,First-year French,II 507,"5S, AC",L
University of Texas at Austin,College,French,Second-year French,I 312K,"3S, AC",L
University of Texas at Austin,College,German,First-year German,I 506,"5S, AC",L
University of Texas at Austin,College,German,First-year German,II 507,"5S, AC",L
University of Texas at Austin,College,Government,American foreign relations,344,3S,U
University of Texas at Austin,College,Greek,First-vear Greek,I 506,5S,L
University of Texas at Austin,College,Greek,First-year Greek,II 507,5S,L
University of Texas at Austin,College,Greek,New Testament Greek: Apostles /Epistles,328,3S,U
University of Texas at Austin,College,Kinesiology,Human sexuality,366,3S,U
University of Texas at Austin,College,Latin,First-year Latin,I 506,"5S, CI",L
University of Texas at Austin,College,Latin,First-year Latin,II 507,5S,L
University of Texas at Austin,College,Nutrition,Introductory nutrition,311,"3S, CI",L
University of Texas at Austin,College,Philosophy,Contemporary moral problems,304,3S,L
University of Texas at Austin,College,Philosophy,Introduction to logic,312,3S,L
University of Texas at Austin,College,Philosophy,Introduction to philosophy,301,3S,L
University of Texas at Austin,College,Psychology,Abnormal psychology,352,"3S, CI",U
University of Texas at Austin,College,Psychology,Personality,309,3S,L
University of Texas at Austin,College,Slavic Languages and Literature,First-year Czech,I 506,"5S, AC",L
University of Texas at Austin,College,Slavic Languages and Literature,First-year Czech,II 507,"5S, AC",L
University of Texas at Austin,College,Spanish,Advanced composition,327,3S,U
University of Texas at Austin,College,Spanish,First-year Spanish,I 506,"5S, AC",L
University of Texas at Austin,College,Spanish,First-year Spanish,II 507,"5S, AC",L
University of Utah,College,Biology,General biology,101,5Q,L
University of Utah,College,Biology,Human ecology,175,3Q,L
University of Utah,College,Biology,Human genetics,335,4Q,U
University of Utah,College,Biology,Human physiology,201,5Q,L
University of Utah,College,Chemistry,Organic chemistry,331,4Q,U
University of Utah,College,Civil Engineering,Engineering drawing,101,"2Q, LK",L
University of Utah,College,Communications,Magazine article writing,451,4Q,U
University of Utah,College,Communications,The editing process,301,4Q,U
University of Utah,College,Economics,Economic history of the U.S,274,4Q,L
University of Utah,College,Economics,Economics as social science,105,5Q,L
University of Utah,College,Economics,Money and banking,320,4Q,U
University of Utah,College,Economics,Principles of economics/macro,202,4Q,L
University of Utah,College,Economics,Principles of economics /micro,201,4Q,L
University of Utah,College,Creative teaching of art in elementary,school,403,3Q,U
University of Utah,College,Introduction to microcomputers in the,classroom,489,3Q,U
University of Utah,College,Management of the library media center,Selection of library materials,463,4Q,U
University of Utah,College,English,Introduction to Shakespeare,325,4Q,U
University of Utah,College,Finance,Business finance,303,4Q,U
University of Utah,College,Geography,World cultural geography,160,5Q,L
University of Utah,College,Gerontology,Survey o\ gerontology,301,3Q,U
University of Utah,College,Health Education,Driver education: internship,393,VC,U
University of Utah,College,Health Education,Healthy lifestyles,101,3Q,L
University of Utah,College,Health Education,Introduction to driver education,350,3Q,U
University of Utah,College,Health Education,Organization and administration: driver education,351,3Q,U
University of Utah,College,Health Education,Substance use and abuse,101,3Q,L
University of Utah,College,History,American civilization,170,5Q,L
University of Utah,College,History,Ancient Greece,201,5Q,L
University of Utah,College,History,Ancient Rome,202,5Q,L
University of Utah,College,History,History of Utah,466,5Q,U
University of Utah,College,History,History of civilization: ancient to 1300 A.D,101,5Q,L
University of Utah,College,Marketing,Principles of advertising,350,4Q,U
University of Utah,College,Marketing,Principles of marketing,301,4Q,U
University of Utah,College,Mathematics,Calculus,I 111,4Q,L
University of Utah,College,Mathematics,College algebra,105,5Q,L
University of Utah,College,Mathematics,Elementary statistics,107,"4Q, VI",L
University of Utah,College,Mathematics,Intermediate algebra,101,5Q,L
University of Utah,College,Mathematics,Plane trigonometry,106,5Q,L
University of Utah,College,Meteorology,Introduction to meteorology,101,4Q,L
University of Utah,College,Music,Continuing education of music: basic concepts of music,207,"3Q, AC",U
University of Utah,College,Music,Continuing education of music: the elements of music,200,3Q,L
University of Utah,College,Music,Elementary music methods,370,"3Q, AC",U
University of Utah,College,Physics,Elementary physics,101,5Q,L
University of Utah,College,Physics,Science and engineering: heat/light/sound,173,"4Q, CI",L
University of Utah,College,Political Science,American national government,110,5Q,L
University of Utah,College,Political Science,International politics,210,5Q,L
University of Utah,College,Psychology,Cognitive psychology,312,4Q,U
University of Utah,College,Special Education,Human exceptionality,301,3Q,U
University of Washington,College,North American Indians of the Pacific,Northwest,C311,5Q,U
University of Washington,College,Anthropology,Introduction to anthropology,CI 00,5Q,L
University of Washington,College,Astronomy,Astronomy,CI 01,5Q,L
University of Washington,College,Astronomy,The planets,C150,5Q,L
University of Washington,College,Atmospiheric Sciences,Weather,CI 01,5Q,L
University of Washington,College,Chemistry,Chemical science,CI 00,5Q,L
University of Washington,College,Chemistry,General chemistry,C140,"4Q, VI",L
University of Washington,College,Chemistry,General chemistry,C150,"4Q, VI",L
University of Washington,College,Economics,Intermediate microeconomics,C300,5Q,U
University of Washington,College,Economics,Workshop: using the Internet in K-12 curriculum development,C494,5Q,U
University of Washington,College,Educational Psychology,Basic educational statistics,C490,3Q,U
University of Washington,College,English,Advanced expository writing,C381,5Q,U
University of Washington,College,English,Beginning verse writing,C283,5Q,L
University of Washington,College,English,Fantasy,C349,5Q,U
University of Washington,College,English,Intermediate verse writing,C383,5Q,U
University of Washington,College,English,Late Renaissance,C325,5Q,U
University of Washington,College,English,Milton,C326,5Q,U
University of Washington,College,English,Reading fiction,C242,5Q,L
University of Washington,College,English,Reading literature,C200,5Q,L
University of Washington,College,English,Shakespeare after 1603,C324,5Q,U
University of Washington,College,English,Shakespeare to 1603,C323,5Q,U
University of Washington,College,English,Shakespeare: survey,C225,5Q,L
University of Washington,College,English,The Bible as literature,C310,5Q,U
University of Washington,College,English,The modern novel,C340,5Q,U
University of Washington,College,Food Science/Nutritional Sciences,Nutrition for today,C300,3Q,U
University of Washington,College,Aerial photos /remote sensing natural,resources,C430,3Q,U
University of Washington,College,French,Elementary French,CI 01,"5Q, AC",L
University of Washington,College,French,Elementary French,CI 02,"5Q, AC",L
University of Washington,College,French,Elementary French,CI 03,"5Q, AC",L
University of Washington,College,Geography,Geography of cities,C277,5Q,L
University of Washington,College,Geography,World regions,CI 02,5Q,L
University of Washington,College,German,First-year German,CI 01,"5Q, AC",L
University of Washington,College,German,First-year German,CI 02,"5Q, AC",L
University of Washington,College,German,First-year German,CI 03,"5Q, AC",L
University of Washington,College,Gerontology,Biological aspects of aging,C440,3Q,U
University of Washington,College,History,History of US since 1940,CI 35,5Q,L
University of Washington,College,History of Washington and the Pacific,Northwest,C432,5Q,U
University of Washington,College,History of Washington and the Pacific,History of modern Japan,C423,5Q,U
University of Washington,College,History of Washington and the Pacific,The modern world,C113,5Q,L
University of Washington,College,Italian,Elementary Italian,C101,"5Q, AC",L
University of Washington,College,Italian,Elementary Italian,C102,"5Q, AC",L
University of Washington,College,Italian,Elementary Italian,C103,"5Q, AC",L
University of Washington,College,History and development of,communications,C201,5Q,L
University of Washington,College,Marketing,Advertising,C340,4Q,U
University of Washington,College,Marketing,Marketing concepts,C301,4Q,U
University of Washington,College,Application of calculus to business and,economics,CI 12,5Q,L
University of Washington,College,Application of calculus to business and,Precalculus,CI 20,5Q,L
University of Washington,College,Music,History of jazz,C331,3Q,U
University of Washington,College,Oceanography,Survey of oceanography,C101,5Q,L
University of Washington,College,Organization and Environment,Introduction to law,C200,"5Q, VI",L
University of Washington,College,Historical introduction to philosophy of,science,C160,5Q,L
University of Washington,College,Historical introduction to philosophy of,Introduction to logic,CI 20,5Q,L
University of Washington,College,Historical introduction to philosophy of,Philosophical issues in the law,C114,5Q,L
University of Washington,College,Historical introduction to philosophy of,Practical reasoning,C115,5Q,L
University of Washington,College,Political Science,American foreign policy,C321,5Q,U
University of Washington,College,Political Science,Introduction to politics,C101,5Q,L
University of Washington,College,Psychology,Abnormal psychology,C305,5Q,U
University of Washington,College,Psychology,Developmental psychology,C306,"5Q, VI",U
University of Washington,College,Introduction to personality and individual,differences,C205,4Q,L
University of Washington,College,Introduction to personality and individual,Social psychology,C345,5Q,U
University of Washington,College,Russian,First-year Russian,CI 01,"5Q, AC",L
University of Washington,College,Sociology,Criminology,C371,5Q,U
University of Washington,College,Introduction to the sociology of deviance,Socialization,C347,5Q,U
University of Washington,College,Introduction to the sociology of deviance,Survey of sociology,C110,5Q,L
University of Washington,College,Introduction to the sociology of deviance,The family,C352,5Q,U
University of Washington,College,Spanish,Elementary Spanish,CI 01,"5Q, AC",L
University of Washington,College,Spanish,Elementary Spanish,C102,"5Q, AC",L
University of Washington,College,Spanish,Elementary Spanish,C103,"5Q, AC",L
University of Washington,College,Spanish,Intermediate Spanish,C201,"5Q, AC",L
University of Washington,College,Statistics,Basic statistics,C220,5Q,L
University of Washington,College,Statistics,Women's Studies Women and the law,C310,5Q,U
University of Washington,Noncredit,C programming,Developing a C application,C900,NC,
University of Washington,Noncredit,Mathematics,Intermediate algebra,CI 01,"NC, VI",
University of Wisconsin-Extension,High School,Art,Basic drawing,A20,HF,
University of Wisconsin-Extension,High School,Art,Creative design,131,"1U, LK",
University of Wisconsin-Extension,High School,Art History,Art and culture,A40,HF,
University of Wisconsin-Extension,High School,Biology,General biology I,H20,HF,
University of Wisconsin-Extension,High School,Biology,General biology II,H21,HF,
University of Wisconsin-Extension,High School,Business,Basic bookkeeping for business I,A30,HF,
University of Wisconsin-Extension,High School,Business,Basic bookkeeping for business II,A31,HF,
University of Wisconsin-Extension,High School,Business,General business,H39,HF,
University of Wisconsin-Extension,High School,Business and Technical Writing,Writing fundamentals,VI 00,HF,
University of Wisconsin-Extension,High School,Business and Technical Writing,Written communications,VI 95,HF,
University of Wisconsin-Extension,High School,Economics,Contemporary economics,H40,HF,
University of Wisconsin-Extension,High School,English,American literature,H30,HF,
University of Wisconsin-Extension,High School,English,American literature,H31,HF,
University of Wisconsin-Extension,High School,English,Attack on grammar H9 (HF) First-year high school English I,H10,HF,
University of Wisconsin-Extension,High School,English,First-year high school English II Hll (HF) Second-year high school English I,H20,HF,
University of Wisconsin-Extension,High School,English,Sixth-semester high school French,H31,HF,
University of Wisconsin-Extension,High School,English,(HF) Eighth-semester high school French H41 (HF) Intermediate composition: creative writing,H227,1U,
University of Wisconsin-Extension,High School,English,"Introduction to French literature, 17th-18th century authors",H221,1U,
University of Wisconsin-Extension,High School,English,"Introduction to French literature, 19th century authors",H222,1U,
University of Wisconsin-Extension,High School,Geography,Physical geography I,H21,HF,
University of Wisconsin-Extension,High School,Geography,Physical geography II,H22,HF,
University of Wisconsin-Extension,High School,German,"(HF) Sixth-semester high school German H31 (HF) Intermediate composition, 1st semester",H223,1U,
University of Wisconsin-Extension,High School,Health,Personal and family health,H30,HF,
University of Wisconsin-Extension,High School,History,"History of the United States to 1877 H30 (HF) History of the United States, 1877 to the present",H31,HF,
University of Wisconsin-Extension,High School,Interior Design,Fundamentals of interior design,VI 01,HF,
University of Wisconsin-Extension,High School,Latin Language and Literature,Fourth-semester high school Latin,H21,HF,
University of Wisconsin-Extension,High School,Mathematics,Advanced algebra I,H30,HF,
University of Wisconsin-Extension,High School,Mathematics,Advanced algebra II,H31,HF,
University of Wisconsin-Extension,High School,Mathematics,College algebra,H39,"HF, AC",
University of Wisconsin-Extension,High School,Mathematics,First-semester algebra,H10,HF,
University of Wisconsin-Extension,High School,Mathematics,Second-semester algebra Hll (HF) University o) Wisconsin Extension Geometry 1,I120,HF,
University of Wisconsin-Extension,High School,Mathematics,Geometry 11,H21,HF,
University of Wisconsin-Extension,High School,Mathematics,Trigonometry,H40,HF,
University of Wisconsin-Extension,High School,Music,Beginning music theory I,H30,"1U, AC",
University of Wisconsin-Extension,High School,Music,Beginning music theory 11,H31,"1U, AC",
University of Wisconsin-Extension,High School,Polish,Reading Polish I,A60,HF,
University of Wisconsin-Extension,High School,Polish,Reading Polish II,A61,HF,
University of Wisconsin-Extension,High School,Political Science,American government today,H30,HF,
University of Wisconsin-Extension,High School,Beginning conversation and composition in,Russian,A70,"1U, AC",
University of Wisconsin-Extension,High School,Social Studies,Quest for equality: the American women's movement,H30,HF,
University of Wisconsin-Extension,High School,Study Skills,Power reading,A65,HF,
University of Wisconsin-Extension,College,Agriculture,Cooperation,422,3S,L
University of Wisconsin-Extension,College,Anthropology,Introduction to anthropology,100,3S,L
University of Wisconsin-Extension,College,Arabic,First-semester Arabic,101,"4S, AC",L
University of Wisconsin-Extension,College,Arabic,Second-semester Arabic,102,"4S, AC",L
University of Wisconsin-Extension,College,Art,History of Western art: Renaissance- contemporary,106,3S,L
University of Wisconsin-Extension,College,Art,History of Western art: prehistoric-medieval,105,3S,L
University of Wisconsin-Extension,College,Astronomy,Survey of astronomy,100,4S,L
University of Wisconsin-Extension,College,Botany,Survey of botany,100,3S,L
University of Wisconsin-Extension,College,Business,Administrative policy,495,3S,U
University of Wisconsin-Extension,College,Business,Advanced cost accounting,413,3S,U
University of Wisconsin-Extension,College,Business,Budgets and budgetary control,353,3S,U
University of Wisconsin-Extension,College,Business,Business communications,354,"3S, VI",L
University of Wisconsin-Extension,College,Business,Business law,306,3S,L
University of Wisconsin-Extension,College,Business,Compensation management,310,3S,L
University of Wisconsin-Extension,College,Consumer education and personal finance,Cost accounting,323,3S,U
University of Wisconsin-Extension,College,Consumer education and personal finance,Elementary accounting,I 201,3S,L
University of Wisconsin-Extension,College,Consumer education and personal finance,Elementary accounting,II 202,3S,L
University of Wisconsin-Extension,College,Consumer education and personal finance,Gender issues in management,334,3S,L
University of Wisconsin-Extension,College,Consumer education and personal finance,Governmental accounting,373,3S,U
University of Wisconsin-Extension,College,Consumer education and personal finance,Intermediate accounting,I 301,3S,L
University of Wisconsin-Extension,College,Consumer education and personal finance,Intermediate accounting,II 302,3S,L
University of Wisconsin-Extension,College,Consumer education and personal finance,International business,494,3S,U
University of Wisconsin-Extension,College,Introduction to American business,enterprise,120,3S,L
University of Wisconsin-Extension,College,Introduction to management information,systems,211,3S,L
University of Wisconsin-Extension,College,Introduction to management information,Investments,322,3S,L
University of Wisconsin-Extension,College,Introduction to management information,Labor-management relations,434,3S,L
University of Wisconsin-Extension,College,Introduction to management information,Managerial accounting,300,3S,L
University of Wisconsin-Extension,College,Introduction to management information,Managerial finance,427,3S,U
University of Wisconsin-Extension,College,Introduction to management information,Managing the small business,385,3S,L
University of Wisconsin-Extension,College,Introduction to management information,Organization and management,233,3S,L
University of Wisconsin-Extension,College,Introduction to management information,Organizational behavior,340,3S,L
University of Wisconsin-Extension,College,Introduction to management information,Personnel management,321,3S,L
University of Wisconsin-Extension,College,Introduction to management information,Principles of finance,320,3S,U
University of Wisconsin-Extension,College,Introduction to management information,Principles of marketing,311,3S,L
University of Wisconsin-Extension,College,Introduction to management information,Production concepts,307,3S,L
University of Wisconsin-Extension,College,Chemistry,General chemistry,I 103,3S,L
University of Wisconsin-Extension,College,Chemistry,General chemistry,II 104,3S,L
University of Wisconsin-Extension,College,Administration and organization of child,Early childhood education: the child care teacher,386,3S,L
University of Wisconsin-Extension,College,Administration and organization of child,Family day care,381,IS,L
University of Wisconsin-Extension,College,Classics,Classical mythology,370,3S,L
University of Wisconsin-Extension,College,Greek and Latin origins of medical terms,Greek drama in English,313,2S,L
University of Wisconsin-Extension,College,Communication Arts,Intercultural communication,467,3S,L
University of Wisconsin-Extension,College,Danish,First-semester Danish,121,"4S, AC",L
University of Wisconsin-Extension,College,Danish,Second-semester Danish,122,"4S, AC",L
University of Wisconsin-Extension,College,Economics,International economics,433,3S,U
University of Wisconsin-Extension,College,Interpretation of business and economic,data,241,3S,L
University of Wisconsin-Extension,College,Interpretation of business and economic,Introduction to economics,101,4S,L
University of Wisconsin-Extension,College,Interpretation of business and economic,Principles of macroeconomics,103,3S,L
University of Wisconsin-Extension,College,Interpretation of business and economic,Principles of microeconomics,104,3S,L
University of Wisconsin-Extension,College,Education,Human abilities and learning,301,3S,L
University of Wisconsin-Extension,College,Education and Educational Psychology,Adult development and aging,503,3S,U
University of Wisconsin-Extension,College,Children with handicaps in day care and,preschool,496,2S,L
University of Wisconsin-Extension,College,Children with handicaps in day care and,Children's literature,649,3S,U
University of Wisconsin-Extension,College,"Educational psychology of gifted, talented",and creative,501,3S,U
University of Wisconsin-Extension,College,"Educational psychology of gifted, talented",Health information for teachers,501,3S,U
University of Wisconsin-Extension,College,Human relations in the educational,community,465,3S,U
University of Wisconsin-Extension,College,"Principles of vocational, technical, and adult",education,502,2S,U
University of Wisconsin-Extension,College,"Principles of vocational, technical, and adult",School curriculum design,300,3S,L
University of Wisconsin-Extension,College,Engineering,Critical path network techniques,590,2S,U
University of Wisconsin-Extension,College,Engineering,Dynamics,222,3S,L
University of Wisconsin-Extension,College,Engineering,Economic analysis for engineers,312,2S,L
University of Wisconsin-Extension,College,Engineering,Introduction to materials science,360,3S,L
University of Wisconsin-Extension,College,Engineering,Mechanics of materials,303,3S,L
University of Wisconsin-Extension,College,Engineering,Statics,221,"3S, VI",L
University of Wisconsin-Extension,College,Engineering,Technical writing,I 273,IS,L
University of Wisconsin-Extension,College,Engineering,Technical writing I and,II 276,2S,L
University of Wisconsin-Extension,College,Engineering,Technical writing I and,III 277,2S,L
University of Wisconsin-Extension,College,Engineering,"Technical writing I, II, and",III 279,3S,L
University of Wisconsin-Extension,College,Engineering,Technical writing,II 274,IS,L
University of Wisconsin-Extension,College,Engineering,Technical writing II and,III 278,2S,L
University of Wisconsin-Extension,College,Engineering,Technical writing,III 275,IS,L
University of Wisconsin-Extension,College,English,American Indian literature,269,3S,L
University of Wisconsin-Extension,College,English,Courage to write: women novelists of the 19th century,249,"3S, AC",L
University of Wisconsin-Extension,College,English,Creative writing: poetry,204,3S,L
University of Wisconsin-Extension,College,English,Doris Lessing,313,IS,L
University of Wisconsin-Extension,College,English,Ernest Hemingway,431,IS,L
University of Wisconsin-Extension,College,English,Eudora Welty,314,IS,L
University of Wisconsin-Extension,College,English,Freshman English,102,3S,L
University of Wisconsin-Extension,College,Introduction to modern English and,American literature I: the 19th century,207,"3S, AC",L
University of Wisconsin-Extension,College,Introduction to modern English and,American literature II: the 20th century,208,"3S, AC",L
University of Wisconsin-Extension,College,Introduction to modern English and,Introduction to 20th century Afro-American literature,268,3S,L
University of Wisconsin-Extension,College,Introduction to modern English and,Introduction to creative writing: the short story,203,3S,L
University of Wisconsin-Extension,College,Introduction to modern English and,Saul Bellow,311,IS,L
University of Wisconsin-Extension,College,Introduction to modern English and,Shakespearean drama,217,3S,L
University of Wisconsin-Extension,College,Introduction to modern English and,Shakespearean drama,218,3S,L
University of Wisconsin-Extension,College,Introduction to modern English and,The American short story,610,3S,L
University of Wisconsin-Extension,College,Introduction to modern English and,The English novel,460,3S,L
University of Wisconsin-Extension,College,Introduction to modern English and,The structure of English,329,3S,L
University of Wisconsin-Extension,College,Introduction to modern English and,Virginia Woolf,315,IS,L
University of Wisconsin-Extension,College,Introduction to modern English and,Willa Cather,312,IS,L
University of Wisconsin-Extension,College,Introduction to modern English and,William Faulkner,433,IS,L
University of Wisconsin-Extension,College,Forestry,Introduction to forestry,100,2S,L
University of Wisconsin-Extension,College,French,Advanced composition,324,3S,U
University of Wisconsin-Extension,College,French,Andre Malraux,360,"IS, AC",U
University of Wisconsin-Extension,College,French,Business French,219,2S,L
University of Wisconsin-Extension,College,French,Business French,313,3S,L
University of Wisconsin-Extension,College,French,Camus,441,"IS, AC",U
University of Wisconsin-Extension,College,French,Colette,443,"IS, AC",U
University of Wisconsin-Extension,College,French,Diderot,445,IS,U
University of Wisconsin-Extension,College,French,First-semester French,103,"4S, VI, AC",L
University of Wisconsin-Extension,College,French,Flaubert,446,"IS, AC",U
University of Wisconsin-Extension,College,French,Fourth-semester French,204,3S,L
University of Wisconsin-Extension,College,French,Intermediate composition,227,"3S, VI",L
University of Wisconsin-Extension,College,University of Wisconsin Extension,"Introduction to French literature, 17th and 18th centuries",221,3S,U
University of Wisconsin-Extension,College,University of Wisconsin Extension,"Introduction to French literature, 19th century authors",222,3S,U
University of Wisconsin-Extension,College,University of Wisconsin Extension,Maupassant,440,IS,L
University of Wisconsin-Extension,College,University of Wisconsin Extension,Third-semester French,203,"3S, VI",L
University of Wisconsin-Extension,College,University of Wisconsin Extension,Zola,444,IS,U
University of Wisconsin-Extension,College,Geography,Environmental conservation,339,"3S, VI",L
University of Wisconsin-Extension,College,Geography,Global physical environments,120,3S,L
University of Wisconsin-Extension,College,Geology,General geology,100,"3S, LK",L
University of Wisconsin-Extension,College,German,Applied German philology,662,3S,U
University of Wisconsin-Extension,College,German,First-semester German,101,"4S, AC",L
University of Wisconsin-Extension,College,German,Fourth-semester German,204,4S,L
University of Wisconsin-Extension,College,German,Goethe's Faust,633,3S,U
University of Wisconsin-Extension,College,Intermediate composition second semester,The classical period,302,3S,U
University of Wisconsin-Extension,College,Intermediate composition second semester,Third-semester German,203,4S,L
University of Wisconsin-Extension,College,Greek,Elementary Greek,103,"4S, AC",L
University of Wisconsin-Extension,College,Greek,Elementary Greek,104,4S,L
University of Wisconsin-Extension,College,Greek,Homer: The Iliad,210,3S,U
University of Wisconsin-Extension,College,Hebrew and Semitic Studies,Biblical texts: readings from Exodus and Leviticus,321,3S,L
University of Wisconsin-Extension,College,Hebrew and Semitic Studies,Jewish cultural history,I 471,3S,L
University of Wisconsin-Extension,College,Hebrew and Semitic Studies,Jewish cultural history,II 472,3S,L
University of Wisconsin-Extension,College,Modern Hebrew conversation intermediate,level,225,"3S, AC",L
University of Wisconsin-Extension,College,History,American history 1492-1865-origin and growth,101,"4S, AC",L
