naics_code,description_en,description_fr,year
417910,Office and store machinery and equipment merchant wholesalers,Grossistes-marchands de machines et matériel de bureau et de magasin,2024
417920,"Service establishment machinery, equipment and supplies merchant wholesalers","Grossistes-marchands de machines, matériel et fournitures d'établissements de service",2024
417930,"Professional machinery, equipment and supplies merchant wholesalers","Grossistes-marchands de machines, matériel et fournitures d'usage professionnel",2024
417990,"All other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands de tous les autres machines, matériel et fournitures",2024
418110,Recyclable metal merchant wholesalers,Grossistes-marchands de métaux recyclables,2024
418120,Recyclable paper and paperboard merchant wholesalers,Grossistes-marchands de papier et carton recyclables,2024
418190,Other recyclable material merchant wholesalers,Grossistes-marchands d'autres matières recyclables,2024
418210,Stationery and office supplies merchant wholesalers,Grossistes-marchands de papeterie et de fournitures de bureau,2024
418220,Other paper and disposable plastic product merchant wholesalers,Grossistes-marchands d'autres papiers et de produits en plastique jetables,2024
418310,Agricultural feed merchant wholesalers,Grossistes-marchands d'aliments pour animaux d'élevage,2024
418320,Seed merchant wholesalers,Grossistes-marchands de semences,2024
418390,Agricultural chemical and other farm supplies merchant wholesalers,Grossistes-marchands de produits chimiques et autres fournitures agricoles,2024
418410,Chemical (except agricultural) and allied product merchant wholesalers,Grossistes-marchands de produits chimiques et de produits analogues (sauf agricoles),2024
418510,"Mineral, ore and precious metal merchant wholesalers","Grossistes-marchands de minéraux, de minerais et de métaux précieux",2024
418610,"Log, wood chips, and other wood products merchant wholesalers","Grossistes-marchands de billes, copeaux et autres produits de bois",2024
418930,Second-hand goods (except machinery and automotive) merchant wholesalers,Grossistes-marchands de marchandises d'occasion (sauf les machines et les produits automobiles),2024
418990,All other merchant wholesalers,Tous les autres grossistes-marchands,2024
419110,Business-to-business electronic markets,Commerce électronique de gros entre entreprises,2024
419120,Wholesale trade agents and brokers,Agents et courtiers du commerce de gros,2024
441110,New car dealers,Concessionnaires d'automobiles neuves,2024
441120,Used car dealers,Concessionnaires d'automobiles d'occasion,2024
441210,Recreational vehicle dealers,Concessionnaires de véhicules récréatifs,2024
441220,"Motorcycle, boat and other motor vehicle dealers","Concessionnaires de motocyclettes, de bateaux et d'autres véhicules automobiles",2024
441330,Automotive parts and accessories retailers,Détaillants de pièces et d'accessoires pour véhicules automobiles,2024
441340,Tire dealers,Marchands de pneus,2024
444110,Home centres,Centres de rénovation,2024
444120,Paint and wallpaper retailers,Détaillants de peinture et de papier peint,2024
444140,Hardware retailers,Quincailleries,2024
444180,Other building material dealers,Autres marchands de matériaux de construction,2024
444230,Outdoor power equipment retailers,Détaillants de matériel motorisé pour l'extérieur,2024
444240,Nursery retailers and garden centres,Pépinières et centres de jardinage,2024
445110,Supermarkets and other grocery retailers (except Convenience retailers),Supermarchés et autres épiceries (sauf les dépanneurs),2024
445131,Convenience retailers,Dépanneurs,2024
445132,Vending machine operators,Exploitants de distributeurs automatiques,2024
445230,Fruit and vegetable markets,Marchés de fruits et de légumes,2024
445240,Meat markets,Boucheries,2024
445250,Fish and seafood markets,Poissonneries,2024
445291,Baked goods retailers,Boulangeries-pâtisseries,2024
445292,Confectionery and nut retailers,Confiseries et détaillants de noix,2024
445298,All other specialty food retailers,Tous les autres détaillants d'alimentation spécialisés,2024
445320,"Beer, wine and liquor retailers","Détaillants de bière, de vin et de spiritueux",2024
449110,Furniture retailers,Détaillants de meubles,2024
449121,Floor covering retailers,Détaillants de revêtements de sol,2024
449122,Window treatment retailers,Détaillants de garnitures de fenêtres,2024
449123,Print and picture frame retailers,Détaillants de matériel d'encadrement,2024
449129,All other home furnishing retailers,Détaillants de tous les autres accessoires de maison,2024
449211,"Appliance, television and other electronics retailers","Détaillants d'appareils ménagers, de téléviseurs et d'autres appareils électroniques",2024
449212,Computer and software retailers,Détaillants d'ordinateurs et de logiciels,2024
449213,Camera and photographic supplies retailers,Détaillants d'appareils et fournitures photographiques,2024
449214,Audio and video recording retailers,Détaillants d'enregistrements vidéo et audio,2024
455110,Department stores,Grands détaillants,2024
455211,Warehouse clubs and Supercentres,"Clubs-entrepôts, supercentres",2024
455212,Home and auto supplies retailers,Détaillants de fournitures pour la maison et l'auto,2024
455219,All other miscellaneous general merchandise retailers,Tous les autres détaillants de marchandises diverses de tout genre,2024
456110,Pharmacies and drug stores,Pharmacies,2024
456120,"Cosmetics, beauty supplies and perfume retailers","Détaillants de cosmétiques, de produits de beauté et de parfums",2024
456130,Optical goods retailers,Détaillants de produits optiques,2024
456191,Food (health) supplement retailers,Détaillants de suppléments alimentaires (aliments de santé),2024
456199,All other health and personal care retailers,Détaillants de tous les autres produits de santé et de soins personnels,2024
457110,Gasoline stations with convenience stores,Stations-service avec dépanneurs,2024
457120,Other gasoline stations,Autres stations-service,2024
457211,Heating oil dealers,Marchands de mazout de chauffage,2024
457212,Liquefied petroleum gas (bottled gas) dealers,Marchands de gaz de pétrole liquéfiés (gaz en bouteille),2024
457219,Other fuel dealers,Autres marchands de combustibles,2024
458111,Men's clothing retailers,Détaillants de vêtements pour hommes,2024
458112,Women's clothing retailers,Détaillants de vêtements pour femmes,2024
458113,Children's and infants' clothing retailers,Détaillants de vêtements pour enfants et bébés,2024
458114,Family clothing retailers,Détaillants de vêtements pour la famille,2024
458115,Clothing accessories retailers,Détaillants d'accessoires vestimentaires,2024
458116,Fur retailers,Détaillants de fourrures,2024
458119,All other clothing retailers,Détaillants de tous les autres types de vêtements,2024
458210,Shoe retailers,Détaillants de chaussures,2024
458310,Jewellery retailers,Bijouteries,2024
458320,Luggage and leather goods retailers,Détaillants de bagages et de maroquinerie,2024
459111,Golf equipment and supplies specialty retailers,Détaillants spécialisés en équipement et en fournitures de golf,2024
459112,Ski equipment and supplies specialty retailers,Détaillants spécialisés en équipement et en fournitures de ski,2024
459113,Cycling equipment and supplies specialty retailers,Détaillants spécialisés en équipement et en fournitures de cyclisme,2024
459119,All other sporting goods retailers,Tous les autres détaillants d'articles de sport,2024
459120,"Hobby, toy and game retailers","Détaillants d'articles de passe-temps, de jouets et de jeux",2024
459130,"Sewing, needlework and piece goods retailers",Détaillants d'articles de couture et de travaux d'aiguille et de tissus à la pièce,2024
459140,Musical instrument and supplies retailers,Détaillants d'instruments et de fournitures de musique,2024
459210,Book retailers and news dealers,Librairies et marchands de journaux,2024
459310,Florists,Fleuristes,2024
459410,Office supplies and stationery retailers,Détaillants de fournitures de bureau et de papeterie,2024
459420,"Gift, novelty and souvenir retailers","Détaillants de cadeaux, d'articles de fantaisie et de souvenirs",2024
459510,Used merchandise retailers,Détaillants de marchandises d'occasion,2024
459910,Pet and pet supplies retailers,Animaleries et détaillants de fournitures pour animaux,2024
459920,Art dealers,Marchands d'oeuvres d'art,2024
459930,Manufactured (mobile) home dealers,Marchands de maisons préfabriquées (mobiles),2024
459992,Beer and wine-making supplies retailers,Détaillants de matériel pour la fabrication de la bière et du vin,2024
459993,Cannabis retailers,Détaillants de cannabis,2024
459999,All other miscellaneous retailers (except beer and wine-making supplies retailers),Tous les autres détaillants de détail divers (sauf les détaillants de matériel pour la fabrication de la bière et du vin),2024
481110,Scheduled air transportation,Transport aérien régulier,2024
481214,Non-scheduled chartered air transportation,Transport aérien d'affrètement non régulier,2024
481215,Non-scheduled specialty flying services,Services de vols spécialisés non réguliers,2024
482112,Short-haul freight rail transportation,Transport ferroviaire de marchandises sur de courtes distances,2024
482113,Mainline freight rail transportation,Transport ferroviaire de marchandises sur ligne principale,2024
482114,Passenger rail transportation,Transport ferroviaire de voyageurs,2024
483115,"Deep sea, coastal and Great Lakes water transportation (except by ferries)","Transport hauturier, côtier et sur les Grands Lacs, sauf le transport par traversier",2024
483116,"Deep sea, coastal and Great Lakes water transportation by ferries","Transport hauturier, côtier et sur les Grands Lacs par traversier",2024
483213,Inland water transportation (except by ferries),Transport sur les eaux intérieures (sauf par traversier),2024
483214,Inland water transportation by ferries,Transport sur les eaux intérieures par traversier,2024
484110,"General freight trucking, local",Transport local par camion de marchandises diverses,2024
484121,"General freight trucking, long distance, truck-load (single shipper)","Transport par camion de marchandises diverses sur de longues distances, charge complète (un seul expéditeur)",2024
484122,"General freight trucking, long distance, less than truck-load (multiple shippers)","Transport par camion de marchandises diverses sur de longues distances, charge partielle (plus d'un expéditeur)",2024
484210,Used household and office goods moving,Déménagement de biens usagés de maison et de bureau,2024
484221,"Bulk liquids trucking, local",Transport local par camion de vrac liquide,2024
484222,"Dry bulk materials trucking, local",Transport local par camion de vrac solide,2024
484223,"Forest products trucking, local",Transport local par camion de produits forestiers,2024
484229,"Other specialized freight (except used goods) trucking, local",Transport local par camion d'autres marchandises spéciales (sauf les biens usagés),2024
484231,"Bulk liquids trucking, long distance",Transport par camion de vrac liquide sur de longues distances,2024
484232,"Dry bulk materials trucking, long distance",Transport par camion de vrac solide sur de longues distances,2024
484233,"Forest products trucking, long distance",Transport par camion de produits forestiers sur de longues distances,2024
484239,"Other specialized freight (except used goods) trucking, long distance",Transport par camion d'autres marchandises spéciales sur de longues distances (sauf les biens usagés),2024
485110,Urban transit systems,Services urbains de transport en commun,2024
485210,Interurban and rural bus transportation,Transport interurbain et rural par autocar,2024
485310,Taxi service,Services de taxi,2024
485320,Limousine service,Services de limousine,2024
485410,School and employee bus transportation,Transport scolaire et transport d'employés par autobus,2024
485510,Charter bus industry,Services d'autobus nolisés,2024
485990,Other transit and ground passenger transportation,Autres services de transport en commun et de transport terrestre de voyageurs,2024
486110,Pipeline transportation of crude oil,Transport du pétrole brut par oléoduc,2024
486210,Pipeline transportation of natural gas,Transport du gaz naturel par gazoduc,2024
486910,Pipeline transportation of refined petroleum products,Transport par pipeline de produits pétroliers raffinés,2024
486990,All other pipeline transportation,Tous les autres services de transport par pipeline,2024
487110,"Scenic and sightseeing transportation, land",Transport terrestre de tourisme et d'agrément,2024
487210,"Scenic and sightseeing transportation, water",Transport par eau de tourisme et d'agrément,2024
487990,"Scenic and sightseeing transportation, other",Autres services de transport de tourisme et d'agrément,2024
488111,Air traffic control,Contrôle de la circulation aérienne,2024
488119,Other airport operations,Autres opérations aéroportuaires,2024
488190,Other support activities for air transportation,Autres activités de soutien au transport aérien,2024
488210,Support activities for rail transportation,Activités de soutien au transport ferroviaire,2024
488310,Port and harbour operations,Opérations portuaires,2024
488320,Marine cargo handling,Manutention du fret maritime,2024
488331,Marine salvage services,Sauvetage maritime,2024
488332,Ship piloting services,Pilotage de navire,2024
488339,Other navigational services to shipping,Autres services de navigation pour le transport par eau,2024
488390,Other support activities for water transportation,Autres activités de soutien au transport par eau,2024
488410,Motor vehicle towing,Remorquage de véhicules automobiles,2024
488490,Other support activities for road transportation,Autres activités de soutien au transport routier,2024
488511,Marine shipping agencies,Agences de transport maritime,2024
488519,Other freight transportation arrangement,Autres intermédiaires en transport de marchandises,2024
488990,Other support activities for transportation,Autres activités de soutien au transport,2024
491110,Postal service,Services postaux,2024
492110,Couriers,Messageries,2024
492210,Local messengers and local delivery,Services locaux de messagers et de livraison,2024
493110,General warehousing and storage,Entreposage et emmagasinage général,2024
493120,Refrigerated warehousing and storage,Entreposage frigorifique,2024
493130,Farm product warehousing and storage,Entreposage de produits agricoles,2024
493190,Other warehousing and storage,Autres activités d'entreposage,2024
512110,Motion picture and video production,Production de films et de vidéos,2024
512120,Motion picture and video distribution,Distribution de films et de vidéos,2024
512130,Motion picture and video exhibition,Présentation de films et de vidéos,2024
512190,Post-production and other motion picture and video industries,Postproduction et autres industries du film et de la vidéo,2024
512230,Music publishers,Éditeurs de musique,2024
512240,Sound recording studios,Studios d'enregistrement sonore,2024
512250,Record production and distribution,Production et distribution d'enregistrements,2024
512290,Other sound recording industries,Autres industries de l'enregistrement sonore,2024
513110,Newspaper publishers,Éditeurs de journaux,2024
513120,Periodical publishers,Éditeurs de périodiques,2024
513130,Book publishers,Éditeurs de livres,2024
513140,Directory and mailing list publishers,Éditeurs d'annuaires et de répertoires,2024
513190,Other publishers,Autres éditeurs,2024
513211,Software publishers (except video game publishers),Éditeurs de logiciels (sauf éditeurs de jeux vidéo),2024
513212,Video game publishers,Éditeurs de jeux vidéo,2024
516110,Radio broadcasting stations,Stations de radiodiffusion,2024
516120,Television broadcasting stations,Stations de télédiffusion,2024
516211,Pay and specialty television,Télévision payante et spécialisée,2024
516212,Media streaming distribution services,Services de distribution de contenu médiatique diffusé en continu,2024
516219,Other media content providers,Autres fournisseurs de contenu médiatique,2024
517310,Wired and wireless telecommunications carriers (except satellite),Télécommunications par fil et sans fil (sauf par satellite),2024
517410,Satellite telecommunications,Télécommunications par satellite,2024
517911,Telecommunications resellers,Revendeurs de services de télécommunications,2024
517919,All other telecommunications,Tous les autres services de télécommunications,2024
518210,"Computing infrastructure providers, data processing, web hosting, and related services","Fournisseurs d'infrastructures informatiques, traitement de données, hébergement de données et services connexes",2024
519211,Libraries,Bibliothèques,2024
519212,Archives,Archives,2024
519290,Web search portals and all other information services,Portails de recherche Web et tous les autres services d'information,2024
521110,Monetary authorities - central bank,Autorités monétaires - banque centrale,2024
522111,Personal and commercial banking industry,Activités bancaires aux particuliers et aux entreprises,2024
522112,Corporate and institutional banking industry,Services bancaires aux grandes entreprises et aux institutions,2024
522130,Credit unions,Coopératives de crédit et caisses populaires,2024
522190,Other depository credit intermediation,Autres activités d'intermédiation financière par le biais de dépôts,2024
522210,Credit card issuing,Émission de cartes de crédit,2024
522220,Sales financing,Financement de ventes à crédit,2024
522291,Consumer lending,Crédit à la consommation,2024
522299,All other non-depository credit intermediation,Toutes les autres activités d'intermédiation financière non faite par le biais de dépôts,2024
522310,Mortgage and non-mortgage loan brokers,Courtiers en prêts hypothécaires et non-hypothécaires,2024
522321,Central credit unions,Caisses centrales d'épargne et de crédit,2024
522329,Other financial transactions processing and clearing house activities,Autres traitements des transactions financières et activités liées à la chambre de compensation,2024
522390,Other activities related to credit intermediation,Autres activités liées à l'intermédiation financière,2024
523110,Investment banking and securities dealing,Services bancaires d'investissement et commerce des valeurs mobilières,2024
523120,Securities brokerage,Courtage de valeurs mobilières,2024
523130,Commodity contracts dealing,Négociation de contrats de marchandises,2024
523140,Commodity contracts brokerage,Courtage de contrats de marchandises,2024
523210,Securities and commodity exchanges,Bourses de valeurs mobilières et de marchandises,2024
523910,Miscellaneous intermediation,Activités diverses d'intermédiation,2024
523920,Portfolio management,Gestion de portefeuille,2024
523930,Investment advice,Services de conseils en placement,2024
523990,All other financial investment activities,Toutes les autres activités d'investissement financier,2024
524111,"Direct individual life, health and medical insurance carriers","Sociétés d'assurance directe individuelle : vie, maladie et soins médicaux",2024
524112,"Direct group life, health and medical insurance carriers","Sociétés d'assurance directe collective : vie, maladie et soins médicaux",2024
524121,Direct general property and casualty insurance carriers,"Sociétés d'assurance directe : biens, incendie, accidents et risques divers (IARD)",2024
524122,"Direct, private, automobile insurance carriers",Sociétés privées d'assurance directe : automobile,2024
524123,"Direct, public, automobile insurance carriers",Sociétés publiques d'assurance directe : automobile,2024
524124,Direct property insurance carriers,Sociétés d'assurance directe : biens,2024
524125,Direct liability insurance carriers,Sociétés d'assurance directe : responsabilité,2024
524129,"Other direct insurance (except life, health and medical) carriers","Autres sociétés d'assurance directe (sauf vie, maladie et soins médicaux)",2024
524131,Life reinsurance carriers,Sociétés de réassurance - vie,2024
524132,Accident and sickness reinsurance carriers,Sociétés de réassurance - accidents et maladie,2024
524133,Automobile reinsurance carriers,Sociétés de réassurance - automobile,2024
524134,Property reinsurance carriers,Sociétés de réassurance - biens,2024
524135,Liability reinsurance carriers,Sociétés de réassurance - responsabilité,2024
524139,General and other reinsurance carriers,Sociétés de réassurance IARD et autres sociétés de réassurance,2024
524210,Insurance agencies and brokerages,Agences et courtiers d'assurance,2024
524291,Claims adjusters,Experts en sinistres,2024
524299,All other insurance related activities,Toutes les autres activités liées à l'assurance,2024
526111,Trusteed pension funds,Caisses de retraite en fiducie,2024
526112,Non-trusteed pension funds,Caisses de retraite non fiduciaires,2024
526911,Equity funds - Canadian,Fonds d'actions canadiennes,2024
526912,Equity funds - foreign,Fonds d'actions étrangères,2024
526913,Mortgage funds,Fonds hypothécaires,2024
526914,Money market funds,Fonds du marché monétaire,2024
526915,Bond and income / dividend funds - Canadian,Fonds d'obligations et fonds à revenu / fonds de dividendes - canadiens,2024
526916,Bond and income / dividend funds - foreign,Fonds d'obligations et fonds à revenu / fonds de dividendes - étrangers,2024
526917,Balanced funds / asset allocation funds,Fonds équilibrés / fonds de répartition d'actifs,2024
526919,Other open-ended funds,Autres fonds de placement à capital variable,2024
526930,Segregated (except pension) funds,Fonds distincts (sauf les caisses de retraite),2024
526981,Securitization vehicles,Instruments de titrisation,2024
526989,All other miscellaneous funds and financial vehicles,Tous les autres fonds et instruments financiers divers,2024
531111,Lessors of residential buildings and dwellings (except social housing projects),Bailleurs d'immeubles résidentiels et de logements (sauf les logements sociaux),2024
531112,Lessors of social housing projects,Bailleurs de logements sociaux,2024
531120,Lessors of non-residential buildings (except mini-warehouses),Bailleurs d'immeubles non résidentiels (sauf les mini-entrepôts),2024
531130,Self-storage mini-warehouses,Mini-entrepôts libre-service,2024
531190,Lessors of other real estate property,Bailleurs d'autres biens immobiliers,2024
531211,Real estate agents,Agents immobiliers,2024
531212,Offices of real estate brokers,Bureaux de courtiers en immeubles,2024
531310,Real estate property managers,Gestionnaires de biens immobiliers,2024
531320,Offices of real estate appraisers,Bureaux d'évaluateurs de biens immobiliers,2024
531390,Other activities related to real estate,Autres activités liées à l'immobilier,2024
532111,Passenger car rental,Location d'automobiles,2024
532112,Passenger car leasing,Location à bail d'automobiles,2024
532120,"Truck, utility trailer and recreational vehicle (RV) rental and leasing","Location et location à bail de camions, de remorques utilitaires et de véhicules de plaisance",2024
532210,Consumer electronics and appliance rental,Location d'appareils électroniques domestiques et d'appareils ménagers,2024
532280,All other consumer goods rental,Location de tous les autres biens de consommation,2024
532310,General rental centres,Centres de location d'articles divers,2024
532410,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing","Location et location à bail de machines et matériel pour la construction, le transport, l'extraction minière et la foresterie",2024
532420,Office machinery and equipment rental and leasing,Location et location à bail de machines et matériel de bureau,2024
532490,Other commercial and industrial machinery and equipment rental and leasing,Location et location à bail d'autres machines et matériel d'usage commercial et industriel,2024
533110,Lessors of non-financial intangible assets (except copyrighted works),Bailleurs de biens incorporels non financiers (sauf les oeuvres protégées par le droit d'auteur),2024
541110,Offices of lawyers,Études d'avocats,2024
541120,Offices of notaries,Études de notaires,2024
541190,Other legal services,Autres services juridiques,2024
541212,Offices of accountants,Cabinets de comptables,2024
541213,Tax preparation services,Services de préparation des déclarations de revenus,2024
541215,"Bookkeeping, payroll and related services",Services de tenue de livres et de paye et services connexes,2024
541310,Architectural services,Services d'architecture,2024
541320,Landscape architectural services,Services d'architecture paysagère,2024
541330,Engineering services,Services de génie,2024
541340,Drafting services,Services de dessin technique,2024
541350,Building inspection services,Services d'inspection des bâtiments,2024
541360,Geophysical surveying and mapping services,Services de prospection et de levé géophysiques,2024
541370,Surveying and mapping (except geophysical) services,Services d'arpentage et de cartographie (sauf les levés géophysiques),2024
541380,Testing laboratories,Laboratoires d'essai,2024
541410,Interior design services,Services de design d'intérieur,2024
541420,Industrial design services,Services de design industriel,2024
541430,Graphic design services,Services de design graphique,2024
541490,Other specialized design services,Autres services spécialisés de design,2024
541514,Computer systems design and related services (except video game design and development),Conception de systèmes informatiques et services connexes (sauf la conception et le développement de jeux vidéo),2024
541515,Video game design and development services,Services de conception et de développement de jeux vidéo,2024
541611,Administrative management and general management consulting services,Services de conseils en gestion administrative et générale,2024
541612,Human resources consulting services,Services de conseils en ressources humaines,2024
541619,Other management consulting services,Autres services de conseils en gestion,2024
541620,Environmental consulting services,Services de conseils en environnement,2024
541690,Other scientific and technical consulting services,Autres services de conseils scientifiques et techniques,2024
541710,"Research and development in the physical, engineering and life sciences","Recherche et développement en sciences physiques, en génie et en sciences de la vie",2024
541720,Research and development in the social sciences and humanities,"Recherche et développement, en sciences humaines et en sciences sociales",2024
541810,Advertising agencies,Agences de publicité,2024
541820,Public relations services,Services de relations publiques,2024
541830,Media buying agencies,Agences d'achat de médias,2024
541840,Media representatives,Représentants de médias,2024
541850,Display advertising,Publicité par affichage,2024
541860,Direct mail advertising,Publipostage,2024
541870,Advertising material distribution services,Services de distribution de matériel publicitaire,2024
541891,Specialty advertising distributors,Distributeurs de publicité par l'objet,2024
541899,All other services related to advertising,Tous les autres services liés à la publicité,2024
541910,Marketing research and public opinion polling,Études de marché et sondages d'opinion,2024
541920,Photographic services,Services photographiques,2024
541930,Translation and interpretation services,Services de traduction et d'interprétation,2024
541940,Veterinary services,Services vétérinaires,2024
541990,"All other professional, scientific and technical services","Tous les autres services professionnels, scientifiques et techniques",2024
551113,Holding companies,Sociétés de portefeuille,2024
551114,"Corporate, regional and subsidiary management offices and companies","Directions générales, régionales et filiales et sociétés",2024
561110,Office administrative services,Services administratifs de bureau,2024
561210,Facilities support services,Services de soutien d'installations,2024
561310,Employment placement agencies and executive search services,Agences de placement et services de recherche de cadres,2024
561320,Temporary help services,Location de personnel suppléant,2024
561330,Professional employer organizations,Location de personnel permanent,2024
561410,Document preparation services,Services de préparation de documents,2024
561420,Telephone call centres,Centres d'appels téléphoniques,2024
561430,Business service centres,Centres de services aux entreprises,2024
561440,Collection agencies,Agences de recouvrement,2024
561450,Credit bureaus,Agences d'évaluation du crédit,2024
561490,Other business support services,Autres services de soutien aux entreprises,2024
561510,Travel agencies,Agences de voyage,2024
561520,Tour operators,Voyagistes,2024
561590,Other travel arrangement and reservation services,Autres services de préparation de voyages et de réservation,2024
561611,Investigation services,Services d'enquêtes,2024
561612,Security guard and patrol services,Services de garde et de patrouille,2024
561613,Armoured car services,Services de voitures blindées,2024
561621,Security systems services (except locksmiths),Services de systèmes de sécurité (sauf les serruriers),2024
561622,Locksmiths,Serruriers,2024
561710,Exterminating and pest control services,Services d'extermination et de lutte antiparasitaire,2024
561721,Window cleaning services,Services de nettoyage de vitres,2024
561722,Janitorial services (except window cleaning),"Services de conciergerie, nettoyage (sauf les vitres)",2024
561730,Landscaping services,Services d'aménagement paysager,2024
561740,Carpet and upholstery cleaning services,Services de nettoyage de tapis et de meubles rembourrés,2024
561791,Duct and chimney cleaning services,Services de nettoyage de conduits et de cheminées,2024
561799,All other services to buildings and dwellings,Tous les autres services relatifs aux bâtiments et aux logements,2024
561910,Packaging and labelling services,Services d'emballage et d'étiquetage,2024
561920,Convention and trade show organizers,"Organisateurs de congrès, de salons et de foires commerciales",2024
561990,All other support services,Tous les autres services de soutien,2024
562110,Waste collection,Collecte de déchets,2024
562210,Waste treatment and disposal,Traitement et élimination des déchets,2024
562910,Remediation services,Services d'assainissement,2024
562920,Material recovery facilities,Installations de récupération de matériaux,2024
562990,All other waste management services,Tous les autres services de gestion des déchets,2024
611110,Elementary and secondary schools,Écoles primaires et secondaires,2024
611210,Community colleges and C.E.G.E.P.s,Collèges communautaires et cégeps,2024
611310,Universities,Universités,2024
611410,Business and secretarial schools,Écoles de commerce et de secrétariat,2024
611420,Computer training,Formation en informatique,2024
611430,Professional and management development training,Formation professionnelle et perfectionnement en gestion,2024
611510,Technical and trade schools,Écoles techniques et écoles de métiers,2024
611610,Fine arts schools,Écoles des beaux-arts,2024
611620,Athletic instruction,Formation athlétique,2024
611630,Language schools,Écoles de langues,2024
611690,All other schools and instruction,Tous les autres établissements d'enseignement et de formation,2024
611710,Educational support services,Services de soutien à l'enseignement,2024
621110,Offices of physicians,Cabinets de médecins,2024
621210,Offices of dentists,Cabinets de dentistes,2024
621310,Offices of chiropractors,Cabinets de chiropraticiens,2024
621320,Offices of optometrists,Cabinets d'optométristes,2024
621330,Offices of mental health practitioners (except physicians),Cabinets de praticiens en santé mentale (sauf les médecins),2024
621340,"Offices of physical, occupational, and speech therapists and audiologists","Cabinets de physiothérapeutes, d'ergothérapeutes, d'orthophonistes et d'audiologistes",2024
621390,Offices of all other health practitioners,Cabinets de tous les autres praticiens de la santé,2024
621410,Family planning centres,Centres de planification familiale,2024
621420,Out-patient mental health and substance use centres,Centres de soins ambulatoires pour personnes atteintes de problèmes de santé mentale ou troubles liés à la consommation d'alcool et de drogues,2024
621494,Community health centres,Centres communautaires de soins de santé,2024
621499,All other out-patient care centres,Tous les autres centres de soins ambulatoires,2024
621510,Medical and diagnostic laboratories,Laboratoires médicaux et d'analyses diagnostiques,2024
621610,Home health care services,Services de soins de santé à domicile,2024
621911,Ambulance (except air ambulance) services,Services d'ambulance (sauf les services d'ambulance aérienne),2024
621912,Air ambulance services,Services d'ambulance aérienne,2024
621990,All other ambulatory health care services,Tous les autres services de soins de santé ambulatoires,2024
622111,General (except paediatric) hospitals,Hôpitaux généraux (sauf pédiatriques),2024
622112,Paediatric hospitals,Hôpitaux pédiatriques,2024
622210,Psychiatric and substance use hospitals,Hôpitaux psychiatriques et hôpitaux pour les troubles liés à la consommation d'alcool ou de drogues,2024
622310,Specialty (except psychiatric and substance use) hospitals,Hôpitaux spécialisés (sauf psychiatriques et pour les problèmes liés à la consommation d'alcool et de drogues),2024
623110,Nursing care facilities,Établissements de soins infirmiers,2024
623210,Residential facilities for persons with a developmental disability,Établissements résidentiels pour personnes ayant une incapacité liés au développement,2024
623221,Residential facilities for persons with a mental health or substance use condition,Établissements résidentiels pour personnes ayant un problème de santé mentale ou un problème de consommation d'alcool et de drogues,2024
623222,Homes for persons with a psychiatric disability,Foyers pour personnes ayant une déficience psychique,2024
623310,Community care facilities for the elderly,Établissements communautaires de soins pour personnes âgées,2024
623991,Transition homes for victims and survivors of abuse and domestic violence,Maisons de transition pour personnes ayant été victimes et survivants de violence,2024
623992,Homes for children with a mental health condition or disability,Maisons pour enfants ayant un problème de santé mentale ou une incapacité,2024
623993,Homes for persons with a physical disability,Foyers pour personnes ayant une incapacité physique,2024
623999,All other residential care facilities,Tous les autres établissements de soins pour bénéficiaires internes,2024
624110,Child and youth services,Services à l'enfance et à la jeunesse,2024
624120,Services for the elderly and persons with a disability,Services aux personnes âgées et aux personnes ayant une incapacité,2024
624190,Other individual and family services,Autres services individuels et familiaux,2024
624210,Community food services,Services communautaires d'alimentation,2024
624220,Community housing services,Services communautaires d'hébergement,2024
624230,Emergency and other relief services,Services d'urgence et autres secours,2024
624310,Vocational rehabilitation services,Services de réadaptation professionnelle,2024
624410,Child day-care services,Services de garderie,2024
711111,Theatre (except musical) companies,Compagnies de théâtre (sauf de comédie musicale),2024
711112,Musical theatre and opera companies,Compagnies de comédie musicale et d'opéra,2024
711120,Dance companies,Compagnies de danse,2024
711130,Musical groups and artists,Formations musicales et musiciens,2024
711190,Other performing arts companies,Autres compagnies d'arts d'interprétation,2024
711213,Horse race tracks,Hippodromes,2024
711214,Other racing facilities and related activities,Autres installations de course et activités connexes,2024
711215,Independent athletes performing before a paying audience,Athlètes indépendants s'exécutant devant un public payant,2024
711217,Sports teams and clubs performing before a paying audience,Équipes et clubs sportifs jouant devant un public payant,2024
711311,Live theatres and other performing arts presenters with facilities,Exploitants de théâtres et autres diffuseurs d'événements artistiques avec installations,2024
711319,Sports stadiums and other presenters with facilities,Exploitants de stades et autres diffuseurs avec installations,2024
711321,Performing arts promoters (presenters) without facilities,"Promoteurs (diffuseurs) d'événements artistiques, sans installations",2024
711322,Festivals without facilities,"Festivals, sans installations",2024
711329,Sports presenters and other presenters without facilities,"Diffuseurs d'événements sportifs et autres présentateurs, sans installations",2024
711411,"Agents and managers for artists, entertainers and other public figures","Agents et représentants d'artistes, de professionnels de la scène et d'autres personnalités publiques",2024
711412,Sports agents and managers,Agents et gérants en sports,2024
711511,Independent visual artists and artisans,Artistes visuels et artisans indépendants,2024
711512,"Independent actors, comedians and performers","Acteurs, comédiens et interprètes indépendants",2024
