node_id,source_code,parent_code,label,definition,path_string,comparator_class_type,default_offer_template
CA_NAPCS_2022_7616122,7616122,761612,"Brokering and dealing products, commercial paper issued by financial institutions","Brokering and dealing commercial paper issued by financial institutions, with a term of one year or less.","Financial services (except insurance) / Investment products / Brokering and dealing of money market instruments / Brokering and dealing products, commercial paper issued by financial institutions",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616123,7616123,761612,"Brokering and dealing products, commercial paper issued by non-financial institutions","Brokering and dealing commercial paper issued by non-financial institutions, with a term of one year or less.","Financial services (except insurance) / Investment products / Brokering and dealing of money market instruments / Brokering and dealing products, commercial paper issued by non-financial institutions",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616124,7616124,761612,"Brokering and dealing products, bankers' acceptances","Brokering and dealing bankers' acceptances, with a term of one year or less.","Financial services (except insurance) / Investment products / Brokering and dealing of money market instruments / Brokering and dealing products, bankers' acceptances",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616125,7616125,761612,"Brokering and dealing products, Treasury bills","Brokering and dealing Treasury bills, with a term of one year or less.","Financial services (except insurance) / Investment products / Brokering and dealing of money market instruments / Brokering and dealing products, Treasury bills",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616126,7616126,761612,"Brokering and dealing products, other money market instruments","Brokering and dealing money market instruments other than commercial paper, bankers' acceptances, negotiable certificates of deposit, or Treasury bills.","Financial services (except insurance) / Investment products / Brokering and dealing of money market instruments / Brokering and dealing products, other money market instruments",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616131,7616131,761613,"Brokering and dealing products, corporate bonds and asset-backed securities","Brokering and dealing medium- and long-term corporate notes and bonds, and asset-backed securities.","Financial services (except insurance) / Investment products / Brokering and dealing of other debt instruments / Brokering and dealing products, corporate bonds and asset-backed securities",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616132,7616132,761613,"Brokering and dealing products, national government notes and bonds",Brokering and dealing medium- and long-term bonds issued by the Government of Canada.,"Financial services (except insurance) / Investment products / Brokering and dealing of other debt instruments / Brokering and dealing products, national government notes and bonds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616133,7616133,761613,"Brokering and dealing products, provincial and local government notes and bonds",Brokering and dealing medium- and long-term bonds issued by provincial and local governments.,"Financial services (except insurance) / Investment products / Brokering and dealing of other debt instruments / Brokering and dealing products, provincial and local government notes and bonds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616134,7616134,761613,"Brokering and dealing products, foreign government notes and bonds",Brokering and dealing notes and bonds issued by foreign governments.,"Financial services (except insurance) / Investment products / Brokering and dealing of other debt instruments / Brokering and dealing products, foreign government notes and bonds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616141,7616141,761614,Brokering and dealing of equities,Brokering and dealing equity securities.,Financial services (except insurance) / Investment products / Brokering and dealing of equities / Brokering and dealing of equities,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616151,7616151,761615,"Brokering and dealing products, futures contracts, exchange-traded",Brokering and dealing futures contracts on exchanges.,"Financial services (except insurance) / Investment products / Brokering and dealing of derivatives / Brokering and dealing products, futures contracts, exchange-traded",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616152,7616152,761615,"Brokering and dealing products, option contracts, exchange-traded",Brokering and dealing option contracts on exchanges.,"Financial services (except insurance) / Investment products / Brokering and dealing of derivatives / Brokering and dealing products, option contracts, exchange-traded",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616153,7616153,761615,"Brokering and dealing products, forward contracts, traded over-the-counter",Brokering and dealing forward contracts over-the-counter.,"Financial services (except insurance) / Investment products / Brokering and dealing of derivatives / Brokering and dealing products, forward contracts, traded over-the-counter",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616154,7616154,761615,"Brokering and dealing products, swaps, traded over-the-counter",Brokering and dealing swap contracts over-the-counter.,"Financial services (except insurance) / Investment products / Brokering and dealing of derivatives / Brokering and dealing products, swaps, traded over-the-counter",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616155,7616155,761615,"Brokering and dealing products, option contracts, traded over-the-counter",Brokering and dealing option contracts over-the-counter.,"Financial services (except insurance) / Investment products / Brokering and dealing of derivatives / Brokering and dealing products, option contracts, traded over-the-counter",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616156,7616156,761615,"Brokering and dealing products, other derivatives contracts, traded over-the-counter","Brokering and dealing derivative contracts, other than forward, swap or option contracts, over-the-counter.","Financial services (except insurance) / Investment products / Brokering and dealing of derivatives / Brokering and dealing products, other derivatives contracts, traded over-the-counter",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_7616161,7616161,761616,Foreign currency wholesale brokering and dealing,"Brokering and dealing foreign currencies, on a wholesale basis.",Financial services (except insurance) / Investment products / Foreign currency wholesale brokering and dealing / Foreign currency wholesale brokering and dealing,ExternalProductDetail,BaseComparableOffer
